,date,dji,open,high,low,volume,dji_cr
25,2022-03-16,34063.1015625,33653.9296875,34075.94140625,33391.23828125,427400000,1.55%
26,2022-03-17,34480.76171875,33995.390625,34483.921875,33896.05859375,339470000,1.23%
27,2022-03-18,34754.9296875,34466.71875,34755.19921875,34279.828125,615420000,0.80%
28,2022-03-21,34552.98828125,34669.8515625,34808.28125,34341.80859375,408490000,-0.58%
29,2022-03-22,34807.4609375,34583.23828125,34882.03125,34583.23828125,368550000,0.74%
30,2022-03-23,34358.5,34748.83984375,34748.83984375,34352.9609375,347880000,-1.29%
31,2022-03-24,34707.94140625,34406.80859375,34713.55859375,34355.421875,324870000,1.02%
32,2022-03-25,34861.23828125,34702.390625,34942.69921875,34631.51953125,285440000,0.44%
33,2022-03-28,34955.890625,34833.03125,34957.9296875,34552.23046875,299790000,0.27%
34,2022-03-29,35294.19140625,35114.3515625,35372.26171875,35030.0703125,355050000,0.97%
35,2022-03-30,35228.80859375,35273.62890625,35361.359375,35058.578125,317320000,-0.19%
36,2022-03-31,34678.3515625,35201.51953125,35201.51953125,34677.98828125,433400000,-1.56%
37,2022-04-01,34818.26953125,34740.890625,34847.91015625,34538.25,340400000,0.40%
38,2022-04-04,34921.87890625,34799.98046875,34940.78125,34615.37890625,316570000,0.30%
39,2022-04-05,34641.1796875,34876.328125,35112.2109375,34566.0390625,304010000,-0.80%
40,2022-04-06,34496.51171875,34520.33984375,34609.83984375,34277.171875,386250000,-0.42%
41,2022-04-07,34583.5703125,34439.23828125,34705.828125,34190.94921875,319870000,0.25%
42,2022-04-08,34721.12109375,34569.23828125,34908.4609375,34470.19140625,301750000,0.40%
43,2022-04-11,34308.078125,34630.26953125,34701.33984375,34272.2890625,333290000,-1.19%
44,2022-04-12,34220.359375,34412.51171875,34669.96875,34102.80859375,333510000,-0.26%
45,2022-04-13,34564.58984375,34166.640625,34598.359375,34140.640625,313630000,1.01%
46,2022-04-14,34451.23046875,34628.4609375,34889.171875,34437.5,353680000,-0.33%
47,2022-04-18,34411.69140625,34411.48828125,34618.2890625,34279.078125,264110000,-0.11%
48,2022-04-19,34911.19921875,34394.62109375,34983.109375,34394.62109375,296350000,1.45%
49,2022-04-20,35160.7890625,34962.671875,35315.3984375,34962.671875,337620000,0.71%
50,2022-04-21,34792.76171875,35258.80078125,35492.21875,34723.8203125,366390000,-1.05%
51,2022-04-22,33811.3984375,34727.37890625,34727.37890625,33773.390625,373280000,-2.82%
52,2022-04-25,34049.4609375,33731.6484375,34106.01171875,33323.37109375,416900000,0.70%
53,2022-04-26,33240.1796875,33907.48828125,33909.51171875,33230.94921875,400020000,-2.38%
54,2022-04-27,33301.9296875,33450.921875,33697.1796875,33108.890625,447230000,0.19%
55,2022-04-28,33916.390625,33425.9609375,34054.7890625,33248.4609375,440380000,1.85%
56,2022-04-29,32977.2109375,33787.01171875,33919.58984375,32913.1484375,501560000,-2.77%
57,2022-05-02,33061.5,32978.48828125,33224.94921875,32449.869140625,453390000,0.26%
58,2022-05-03,33128.7890625,33086.08984375,33341.578125,32914.75,364420000,0.20%
59,2022-05-04,34061.05859375,33171.80078125,34117.73828125,33021.83984375,411060000,2.81%
60,2022-05-05,32997.96875,33854.171875,33854.171875,32685.099609375,448420000,-3.12%
61,2022-05-06,32899.37109375,32773.87890625,33055.83984375,32474.689453125,416520000,-0.30%
62,2022-05-09,32245.69921875,32685.169921875,32685.169921875,32121.98046875,470770000,-1.99%
63,2022-05-10,32160.740234375,32504.08984375,32752.169921875,31887.890625,439290000,-0.26%
64,2022-05-11,31834.109375,32123.240234375,32584.01953125,31798.859375,458460000,-1.02%
65,2022-05-12,31730.30078125,31699.0390625,31914.4609375,31228.220703125,544240000,-0.33%
66,2022-05-13,32196.66015625,31963.859375,32276.05078125,31862.7890625,388520000,1.47%
67,2022-05-16,32223.419921875,32152.150390625,32514.01953125,31928.1796875,330030000,0.08%
68,2022-05-17,32654.58984375,32427.0,32689.140625,32308.150390625,389310000,1.34%
69,2022-05-18,31490.0703125,32468.669921875,32468.669921875,31393.94921875,465060000,-3.57%
70,2022-05-19,31253.130859375,31262.619140625,31569.130859375,31016.41015625,517190000,-0.75%
71,2022-05-20,31261.900390625,31426.939453125,31515.779296875,30635.759765625,495510000,0.03%
72,2022-05-23,31880.240234375,31395.890625,31968.419921875,31395.890625,402010000,1.98%
73,2022-05-24,31928.619140625,31717.609375,32014.859375,31365.58984375,382950000,0.15%
74,2022-05-25,32120.279296875,31816.310546875,32254.439453125,31754.330078125,343460000,0.60%
75,2022-05-26,32637.189453125,32248.169921875,32774.140625,32248.169921875,351220000,1.61%
76,2022-05-27,33212.9609375,32735.08984375,33213.62109375,32682.009765625,328770000,1.76%
77,2022-05-31,32990.12109375,33160.58984375,33240.21875,32752.33984375,533560000,-0.67%
78,2022-06-01,32813.23046875,33156.30859375,33272.33984375,32584.759765625,338210000,-0.54%
79,2022-06-02,33248.28125,32809.01171875,33248.609375,32509.4296875,333210000,1.33%
80,2022-06-03,32899.69921875,32986.3203125,33135.609375,32839.2109375,298570000,-1.05%
81,2022-06-06,32915.78125,33032.0390625,33235.37109375,32819.5,253010000,0.05%
82,2022-06-07,33180.140625,32783.03125,33207.44921875,32641.849609375,270750000,0.80%
83,2022-06-08,32910.8984375,33087.0703125,33156.5,32824.37109375,270470000,-0.81%
84,2022-06-09,32272.7890625,32828.62109375,32956.73046875,32267.779296875,289710000,-1.94%
85,2022-06-10,31392.7890625,32053.51953125,32053.51953125,31387.83984375,362300000,-2.73%
86,2022-06-13,30516.740234375,31144.91015625,31144.91015625,30373.720703125,472290000,-2.79%
87,2022-06-14,30364.830078125,30592.33984375,30690.80078125,30144.23046875,366800000,-0.50%
88,2022-06-15,30668.529296875,30570.5,31011.970703125,30185.080078125,392670000,1.00%
89,2022-06-16,29927.0703125,30305.740234375,30305.740234375,29740.349609375,442910000,-2.42%
90,2022-06-17,29888.779296875,29912.69921875,30167.51953125,29653.2890625,692830000,-0.13%
91,2022-06-21,30530.25,30074.689453125,30653.98046875,30074.689453125,376900000,2.15%
92,2022-06-22,30483.130859375,30352.5703125,30777.919921875,30166.009765625,343490000,-0.15%
93,2022-06-23,30677.359375,30570.330078125,30715.630859375,30293.400390625,361420000,0.64%
94,2022-06-24,31500.6796875,30846.939453125,31517.2890625,30846.939453125,465480000,2.68%
95,2022-06-27,31438.259765625,31533.599609375,31598.58984375,31351.369140625,309910000,-0.20%
96,2022-06-28,30946.990234375,31549.05078125,31885.08984375,30934.330078125,350780000,-1.56%
97,2022-06-29,31029.310546875,31067.41015625,31152.9609375,30894.529296875,269390000,0.27%
98,2022-06-30,30775.4296875,30790.0,30979.849609375,30431.869140625,394070000,-0.82%
99,2022-07-01,31097.259765625,30737.76953125,31139.349609375,30487.7890625,310440000,1.05%
100,2022-07-05,30967.8203125,30903.119140625,30971.740234375,30355.119140625,323080000,-0.42%
101,2022-07-06,31037.6796875,30957.30078125,31224.689453125,30794.83984375,289800000,0.23%
102,2022-07-07,31384.55078125,31190.650390625,31421.83984375,31154.640625,296620000,1.12%
103,2022-07-08,31338.150390625,31348.4296875,31511.4609375,31212.44921875,238120000,-0.15%
104,2022-07-11,31173.83984375,31277.98046875,31367.55078125,31114.400390625,245020000,-0.52%
105,2022-07-12,30981.330078125,31113.310546875,31346.099609375,30860.509765625,324190000,-0.62%
106,2022-07-13,30772.7890625,30743.630859375,30979.169921875,30514.609375,291830000,-0.67%
107,2022-07-14,30630.169921875,30451.80078125,30680.119140625,30143.9296875,325130000,-0.46%
108,2022-07-15,31288.259765625,30775.369140625,31288.259765625,30775.369140625,321570000,2.15%
109,2022-07-18,31072.609375,31475.98046875,31644.6796875,30982.970703125,309960000,-0.69%
110,2022-07-19,31827.05078125,31165.91015625,31842.25,31165.91015625,378720000,2.43%
111,2022-07-20,31874.83984375,31829.990234375,31944.44921875,31646.94921875,313520000,0.15%
112,2022-07-21,32036.900390625,31826.490234375,32040.630859375,31534.080078125,302320000,0.51%
113,2022-07-22,31899.2890625,32167.919921875,32219.25,31731.470703125,319880000,-0.43%
114,2022-07-25,31990.0390625,31950.9296875,32029.029296875,31821.669921875,255450000,0.28%
115,2022-07-26,31761.5390625,31950.0390625,31950.0390625,31705.359375,324930000,-0.71%
116,2022-07-27,32197.58984375,31865.05078125,32336.23046875,31799.4296875,365480000,1.37%
117,2022-07-28,32529.630859375,32197.619140625,32609.5390625,31982.609375,331110000,1.03%
118,2022-07-29,32845.12890625,32515.619140625,32910.1796875,32493.01953125,487360000,0.97%
119,2022-08-01,32798.3984375,32755.7109375,32972.03125,32640.7890625,321180000,-0.14%
120,2022-08-02,32396.169921875,32691.2890625,32772.9296875,32387.119140625,316740000,-1.23%
121,2022-08-03,32812.5,32514.2109375,32912.73828125,32514.2109375,342160000,1.29%
122,2022-08-04,32726.8203125,32805.69140625,32829.21875,32652.630859375,315590000,-0.26%
123,2022-08-05,32803.46875,32593.900390625,32814.609375,32489.619140625,273010000,0.23%
124,2022-08-08,32832.5390625,32877.359375,33109.9609375,32769.1015625,275350000,0.09%
125,2022-08-09,32774.41015625,32807.359375,32877.53125,32702.66015625,281080000,-0.18%
126,2022-08-10,33309.51171875,33130.62890625,33364.41015625,33130.62890625,311740000,1.63%
127,2022-08-11,33336.671875,33451.51171875,33651.80078125,33289.828125,308030000,0.08%
128,2022-08-12,33761.05078125,33430.71875,33767.08984375,33398.3203125,299140000,1.27%
129,2022-08-15,33912.44140625,33710.69921875,33954.7109375,33582.9609375,262670000,0.45%
130,2022-08-16,34152.01171875,33924.3515625,34281.359375,33852.5703125,288670000,0.71%
131,2022-08-17,33980.3203125,34029.55078125,34161.01171875,33828.41015625,281390000,-0.50%
132,2022-08-18,33999.0390625,33981.859375,34043.828125,33844.4609375,282550000,0.06%
133,2022-08-19,33706.73828125,33904.69140625,33904.69140625,33627.08984375,293990000,-0.86%
134,2022-08-22,33063.609375,33586.58984375,33586.58984375,33007.62890625,308900000,-1.91%
135,2022-08-23,32909.58984375,33033.51953125,33138.26171875,32858.890625,251870000,-0.47%
136,2022-08-24,32969.23046875,32899.01171875,33095.5,32828.55859375,256900000,0.18%
137,2022-08-25,33291.78125,33029.26953125,33306.08984375,32889.8515625,308530000,0.98%
138,2022-08-26,32283.400390625,33293.4296875,33364.69921875,32278.220703125,352850000,-3.03%
139,2022-08-29,32098.990234375,32188.0,32325.16015625,31972.7890625,317820000,-0.57%
140,2022-08-30,31790.869140625,32163.83984375,32205.66015625,31647.220703125,317150000,-0.96%
141,2022-08-31,31510.4296875,31827.150390625,31966.0390625,31509.58984375,392780000,-0.88%
142,2022-09-01,31656.419921875,31454.580078125,31677.509765625,31219.75,339360000,0.46%
143,2022-09-02,31318.439453125,31848.5,32026.900390625,31182.08984375,306180000,-1.07%
144,2022-09-06,31145.30078125,31343.7890625,31463.890625,31048.4609375,347320000,-0.55%
145,2022-09-07,31581.279296875,31145.630859375,31644.33984375,31095.2109375,345080000,1.40%
146,2022-09-08,31774.51953125,31481.94921875,31783.369140625,31321.5,344340000,0.61%
147,2022-09-09,32151.7109375,31876.220703125,32227.740234375,31876.220703125,310980000,1.19%
148,2022-09-12,32381.33984375,32159.490234375,32504.0390625,32159.490234375,339250000,0.71%
149,2022-09-13,31104.970703125,32006.5,32006.5,31018.5390625,428930000,-3.94%
150,2022-09-14,31135.08984375,31141.01953125,31276.8203125,30885.01953125,348670000,0.10%
151,2022-09-15,30961.8203125,31124.6796875,31277.689453125,30882.080078125,345500000,-0.56%
152,2022-09-16,30822.419921875,30866.609375,30866.609375,30550.080078125,627920000,-0.45%
153,2022-09-19,31019.6796875,30722.859375,31026.890625,30559.369140625,291200000,0.64%
154,2022-09-20,30706.23046875,30888.529296875,30888.529296875,30465.91015625,317970000,-1.01%
155,2022-09-21,30183.779296875,30819.390625,31020.7890625,30181.990234375,354960000,-1.70%
156,2022-09-22,30076.6796875,30204.51953125,30302.279296875,29994.529296875,335270000,-0.35%
157,2022-09-23,29590.41015625,29955.650390625,29955.650390625,29250.470703125,388200000,-1.62%
158,2022-09-26,29260.810546875,29536.83984375,29630.76953125,29161.119140625,369450000,-1.11%
159,2022-09-27,29134.990234375,29419.880859375,29659.119140625,28958.220703125,355460000,-0.43%
160,2022-09-28,29683.740234375,29198.919921875,29811.779296875,29114.970703125,436040000,1.88%
161,2022-09-29,29225.609375,29513.73046875,29513.73046875,28997.33984375,388820000,-1.54%
162,2022-09-30,28725.509765625,29123.029296875,29355.779296875,28715.849609375,464260000,-1.71%
163,2022-10-03,29490.890625,28855.25,29647.7890625,28855.25,397830000,2.66%
164,2022-10-04,30316.3203125,29826.669921875,30325.05078125,29826.669921875,375640000,2.80%
165,2022-10-05,30273.869140625,30078.359375,30454.4609375,29886.439453125,290610000,-0.14%
166,2022-10-06,29926.939453125,30206.130859375,30329.609375,29859.33984375,306840000,-1.15%
167,2022-10-07,29296.7890625,29685.26953125,29685.26953125,29142.66015625,367950000,-2.11%
168,2022-10-10,29202.880859375,29419.08984375,29485.8203125,29010.41015625,315410000,-0.32%
169,2022-10-11,29239.189453125,29085.19921875,29608.419921875,29074.23046875,352920000,0.12%
170,2022-10-12,29210.849609375,29233.060546875,29455.119140625,29136.029296875,304420000,-0.10%
171,2022-10-13,30038.720703125,28755.830078125,30168.5390625,28660.939453125,470260000,2.83%
172,2022-10-14,29634.830078125,30192.2109375,30428.8203125,29614.30078125,379090000,-1.34%
173,2022-10-17,30185.8203125,30059.580078125,30311.94921875,29997.619140625,369820000,1.86%
174,2022-10-18,30523.80078125,30697.51953125,30837.900390625,30301.830078125,387130000,1.12%
175,2022-10-19,30423.810546875,30439.0390625,30662.109375,30226.900390625,314030000,-0.33%
176,2022-10-20,30333.58984375,30411.919921875,30822.9609375,30265.19921875,333190000,-0.30%
177,2022-10-21,31082.560546875,30291.1796875,31119.26953125,30206.279296875,418190000,2.47%
178,2022-10-24,31499.619140625,31187.3203125,31603.630859375,31161.41015625,345040000,1.34%
179,2022-10-25,31836.740234375,31463.650390625,31876.150390625,31423.529296875,336930000,1.07%
180,2022-10-26,31839.109375,31738.439453125,32172.419921875,31738.439453125,430400000,0.01%
181,2022-10-27,32033.279296875,32062.140625,32388.419921875,31993.2109375,375720000,0.61%
182,2022-10-28,32861.80078125,32204.310546875,32889.80859375,32158.380859375,495830000,2.59%
183,2022-10-31,32732.94921875,32754.26953125,32883.859375,32586.9296875,390890000,-0.39%
184,2022-11-01,32653.19921875,32862.7890625,32975.48046875,32485.23046875,323210000,-0.24%
185,2022-11-02,32147.759765625,32576.279296875,33071.9296875,32139.76953125,398430000,-1.55%
186,2022-11-03,32001.25,31985.05078125,32185.7109375,31727.05078125,354440000,-0.46%
187,2022-11-04,32403.220703125,32265.009765625,32611.51953125,31938.919921875,422370000,1.26%
188,2022-11-07,32827.0,32454.099609375,32895.58984375,32424.990234375,336300000,1.31%
189,2022-11-08,33160.828125,32934.55859375,33355.390625,32831.4609375,335340000,1.02%
190,2022-11-09,32513.939453125,33004.46875,33065.109375,32478.869140625,355200000,-1.95%
191,2022-11-10,33715.37109375,33263.91015625,33727.73046875,33167.8203125,480130000,3.70%
192,2022-11-11,33747.859375,33797.75,33817.9609375,33394.4296875,427790000,0.10%
193,2022-11-14,33536.69921875,33662.05078125,33964.30078125,33533.9609375,354340000,-0.63%
194,2022-11-15,33592.921875,33755.94140625,33987.05859375,33320.19921875,390610000,0.17%
195,2022-11-16,33553.828125,33554.9296875,33682.828125,33516.98828125,301560000,-0.12%
196,2022-11-17,33546.3203125,33329.26953125,33616.01953125,33239.75,319210000,-0.02%
197,2022-11-18,33745.69140625,33606.58984375,33827.94140625,33540.640625,312950000,0.59%
198,2022-11-21,33700.28125,33760.30078125,33864.58984375,33559.1796875,352960000,-0.13%
199,2022-11-22,34098.1015625,33810.05078125,34115.69921875,33810.05078125,277070000,1.18%
200,2022-11-23,34194.05859375,34091.5703125,34262.0703125,34004.640625,236820000,0.28%
201,2022-11-25,34347.03125,34213.0390625,34386.51171875,34199.5703125,131660000,0.45%
202,2022-11-28,33849.4609375,34275.91015625,34303.87890625,33799.3515625,300330000,-1.45%
203,2022-11-29,33852.53125,33847.80078125,33933.91015625,33662.44921875,279750000,0.01%
204,2022-11-30,34589.76953125,33795.4296875,34589.76953125,33583.76953125,524440000,2.18%
205,2022-12-01,34395.01171875,34533.58984375,34595.51171875,34129.3515625,348720000,-0.56%
206,2022-12-02,34429.87890625,34265.44921875,34483.2109375,34039.73046875,290580000,0.10%
207,2022-12-05,33947.1015625,34335.73046875,34335.73046875,33846.80859375,312960000,-1.40%
208,2022-12-06,33596.33984375,33936.87109375,34006.62890625,33418.58984375,306220000,-1.03%
209,2022-12-07,33597.921875,33556.3984375,33774.26953125,33503.671875,359980000,0.00%
210,2022-12-08,33781.48046875,33695.96875,33899.171875,33642.4609375,271830000,0.55%
211,2022-12-09,33476.4609375,33746.7109375,33844.62890625,33462.6484375,287630000,-0.90%
212,2022-12-12,34005.0390625,33519.5,34005.0390625,33519.5,313440000,1.58%
213,2022-12-13,34108.640625,34268.44140625,34712.28125,33890.87890625,442650000,0.30%
214,2022-12-14,33966.3515625,34086.0703125,34395.6484375,33704.171875,339090000,-0.42%
215,2022-12-15,33202.21875,33773.0,33773.0,33016.16015625,394290000,-2.25%
216,2022-12-16,32920.4609375,33166.4609375,33166.4609375,32654.58984375,756310000,-0.85%
217,2022-12-19,32757.5390625,32921.44921875,33038.94140625,32581.970703125,326430000,-0.49%
218,2022-12-20,32849.73828125,32735.240234375,32992.23046875,32649.44921875,303970000,0.28%
219,2022-12-21,33376.48046875,33028.08984375,33437.83984375,33028.08984375,328020000,1.60%
220,2022-12-22,33027.48828125,33233.3515625,33233.3515625,32573.4296875,340640000,-1.05%
221,2022-12-23,33203.9296875,32961.05859375,33226.140625,32814.01953125,221050000,0.53%
222,2022-12-27,33241.55859375,33224.23046875,33387.71875,33069.578125,246010000,0.11%
223,2022-12-28,32875.7109375,33264.76171875,33379.55078125,32869.1484375,252260000,-1.10%
224,2022-12-29,33220.80078125,33021.4296875,33293.421875,33020.3515625,243060000,1.05%
225,2022-12-30,33147.25,33121.609375,33152.55078125,32847.8203125,295500000,-0.22%
226,2023-01-03,33136.37109375,33148.8984375,33387.51953125,32850.5703125,355930000,-0.03%
227,2023-01-04,33269.76953125,33165.140625,33409.1015625,33033.48046875,379400000,0.40%
228,2023-01-05,32930.078125,33191.71875,33191.71875,32812.328125,337920000,-1.02%
229,2023-01-06,33630.609375,33055.30078125,33710.66015625,32997.390625,360740000,2.13%
230,2023-01-09,33517.6484375,33664.390625,33935.109375,33487.66015625,327840000,-0.34%
231,2023-01-10,33704.1015625,33516.4296875,33726.5390625,33421.80078125,268260000,0.56%
232,2023-01-11,33973.01171875,33754.03125,33974.69140625,33711.0390625,301650000,0.80%
233,2023-01-12,34189.96875,34047.859375,34292.671875,33792.1015625,308190000,0.64%
234,2023-01-13,34302.609375,34075.30859375,34342.3203125,33915.48828125,274110000,0.33%
235,2023-01-17,33910.8515625,34222.3203125,34269.96875,33860.671875,353050000,-1.14%
236,2023-01-18,33296.9609375,33948.48828125,34016.53125,33269.8984375,351670000,-1.81%
237,2023-01-19,33044.55859375,33171.3515625,33227.48828125,32982.05078125,319770000,-0.76%
238,2023-01-20,33375.48828125,33073.4609375,33381.94921875,32948.9296875,367330000,1.00%
239,2023-01-23,33629.55859375,33439.55859375,33782.87890625,33316.25,355220000,0.76%
240,2023-01-24,33733.9609375,33444.71875,33782.921875,33310.55859375,299310000,0.31%
241,2023-01-25,33743.83984375,33538.359375,33773.08984375,33273.2109375,341720000,0.03%
242,2023-01-26,33949.41015625,33771.66015625,33953.7890625,33635.6015625,327000000,0.61%
243,2023-01-27,33978.078125,33952.9296875,34164.328125,33830.8515625,441260000,0.08%
244,2023-01-30,33717.08984375,33909.2109375,34055.2890625,33695.1796875,343920000,-0.77%
245,2023-01-31,34086.0390625,33803.55859375,34095.23046875,33664.91015625,360240000,1.09%
246,2023-02-01,34092.9609375,34039.6015625,34334.69921875,33581.421875,370120000,0.02%
247,2023-02-02,34053.94140625,34129.30078125,34145.140625,33814.78125,429910000,-0.11%
248,2023-02-03,33926.01171875,33926.30078125,34179.578125,33813.859375,425150000,-0.38%
249,2023-02-06,33891.01953125,33874.44140625,33962.83984375,33683.578125,296400000,-0.10%
250,2023-02-07,34156.69140625,33769.78125,34240.0,33634.1015625,361620000,0.78%
251,2023-02-08,33949.01171875,34132.8984375,34161.6484375,33899.7890625,324090000,-0.61%
252,2023-02-09,33699.87890625,34105.609375,34252.5703125,33607.12890625,347520000,-0.73%
253,2023-02-10,33869.26953125,33671.5390625,33897.30859375,33591.98828125,288150000,0.50%
254,2023-02-13,34245.9296875,33887.390625,34249.6015625,33887.390625,302600000,1.11%
255,2023-02-14,34089.26953125,34194.08984375,34331.46875,33827.44921875,288820000,-0.46%
256,2023-02-15,34128.05078125,34008.62890625,34130.48828125,33833.1015625,267530000,0.11%
257,2023-02-16,33696.8515625,33992.08984375,34041.16015625,33686.58984375,317530000,-1.26%
258,2023-02-17,33826.69140625,33677.01171875,33846.640625,33517.73046875,302900000,0.39%
259,2023-02-21,33129.58984375,33699.69140625,33699.69140625,33115.73828125,348320000,-2.06%
260,2023-02-22,33045.08984375,33169.328125,33245.96875,32948.26953125,321910000,-0.26%
261,2023-02-23,33153.91015625,33175.390625,33272.3984375,32795.671875,288120000,0.33%
262,2023-02-24,32816.921875,32999.19140625,32999.19140625,32643.48046875,277120000,-1.02%
263,2023-02-27,32889.08984375,32906.16015625,33189.28125,32814.1796875,243660000,0.22%
264,2023-02-28,32656.69921875,32873.46875,32873.46875,32636.4296875,303760000,-0.71%
265,2023-03-01,32661.83984375,32656.369140625,32746.150390625,32500.7109375,292810000,0.02%
266,2023-03-02,33003.5703125,32780.96875,33083.44921875,32665.849609375,317450000,1.05%
267,2023-03-03,33390.96875,33076.328125,33405.8203125,33008.41015625,300050000,1.17%
268,2023-03-06,33431.44140625,33425.3203125,33572.21875,33383.46875,329190000,0.12%
269,2023-03-07,32856.4609375,33428.30859375,33453.25,32838.2109375,299400000,-1.72%
270,2023-03-08,32798.3984375,32872.078125,32903.44140625,32612.69921875,242750000,-0.18%
271,2023-03-09,32254.859375,32876.828125,32990.4609375,32190.599609375,315860000,-1.66%
272,2023-03-10,31909.640625,32185.140625,32422.099609375,31783.41015625,397790000,-1.07%
273,2023-03-13,31819.140625,31819.9296875,32240.349609375,31624.869140625,429090000,-0.28%
274,2023-03-14,32155.400390625,32055.2890625,32306.58984375,31805.400390625,391760000,1.06%
275,2023-03-15,31874.5703125,31759.869140625,31906.470703125,31429.8203125,420910000,-0.87%
276,2023-03-16,32246.55078125,31827.650390625,32281.609375,31571.4609375,440940000,1.17%
277,2023-03-17,31861.98046875,32217.3203125,32217.3203125,31728.69921875,712100000,-1.19%
278,2023-03-20,32244.580078125,31872.330078125,32280.0703125,31872.330078125,357210000,1.20%
279,2023-03-21,32560.599609375,32420.7109375,32593.6796875,32346.119140625,363190000,0.98%
280,2023-03-22,32030.109375,32570.189453125,32761.890625,32020.4609375,325990000,-1.63%
281,2023-03-23,32105.25,32101.490234375,32511.490234375,31864.740234375,335430000,0.23%
282,2023-03-24,32237.529296875,32038.220703125,32257.240234375,31805.1796875,317070000,0.41%
283,2023-03-27,32432.080078125,32276.720703125,32564.0,32276.720703125,291560000,0.60%
284,2023-03-28,32394.25,32434.849609375,32551.009765625,32295.5,248560000,-0.12%
285,2023-03-29,32717.599609375,32566.5390625,32728.0390625,32539.939453125,314110000,1.00%
286,2023-03-30,32859.03125,32807.4296875,32905.80078125,32682.869140625,283380000,0.43%
287,2023-03-31,33274.1484375,32901.9609375,33291.0,32901.9609375,353740000,1.26%
288,2023-04-03,33601.1484375,33245.78125,33632.8984375,33245.78125,311890000,0.98%
289,2023-04-04,33402.37890625,33594.7890625,33634.71875,33275.62109375,283360000,-0.59%
290,2023-04-05,33482.71875,33394.6015625,33543.83984375,33376.26953125,286660000,0.24%
291,2023-04-06,33485.2890625,33420.9609375,33525.9609375,33325.37109375,258680000,0.01%
292,2023-04-10,33586.51953125,33425.25,33590.23828125,33343.4296875,232920000,0.30%
293,2023-04-11,33684.7890625,33586.75,33781.2890625,33586.75,241430000,0.29%
294,2023-04-12,33646.5,33764.2109375,33895.4296875,33593.3203125,260300000,-0.11%
295,2023-04-13,34029.69140625,33668.96875,34054.98828125,33605.171875,277230000,1.14%
296,2023-04-14,33886.46875,33981.7109375,34082.94140625,33730.8515625,276720000,-0.42%
297,2023-04-17,33987.1796875,33930.4609375,33991.23046875,33796.91015625,234530000,0.30%
298,2023-04-18,33976.62890625,33965.16015625,34018.62109375,33791.890625,253570000,-0.03%
299,2023-04-19,33897.01171875,33889.828125,33957.98046875,33814.6484375,251490000,-0.23%
300,2023-04-20,33786.62109375,33740.6015625,33875.390625,33677.73828125,307910000,-0.33%
301,2023-04-21,33808.9609375,33793.6015625,33858.828125,33688.5703125,291080000,0.07%
302,2023-04-24,33875.3984375,33805.0390625,33891.1484375,33726.08984375,252020000,0.20%
303,2023-04-25,33530.828125,33828.33984375,33875.48828125,33525.390625,297880000,-1.02%
304,2023-04-26,33301.87109375,33596.33984375,33645.828125,33235.8515625,321170000,-0.68%
305,2023-04-27,33826.16015625,33381.66015625,33859.75,33374.6484375,343240000,1.57%
306,2023-04-28,34098.16015625,33797.4296875,34104.55859375,33728.3984375,354310000,0.80%
