,date,nbi,open,high,low,volume,nbi_cr
44,2022-03-01,3974.110107421875,3990.280029296875,4042.510009765625,3952.7099609375,415500,-0.55%
45,2022-03-02,4005.1298828125,3977.800048828125,4023.2099609375,3942.909912109375,346300,0.78%
46,2022-03-03,3939.35009765625,4019.39990234375,4020.489990234375,3919.5,718700,-1.64%
47,2022-03-04,3887.1298828125,3892.60009765625,3929.159912109375,3875.590087890625,380600,-1.33%
48,2022-03-07,3845.389892578125,3864.2900390625,3913.7900390625,3843.780029296875,417100,-1.07%
49,2022-03-08,3856.89990234375,3826.330078125,3949.43994140625,3789.860107421875,398800,0.30%
50,2022-03-09,3979.070068359375,3915.830078125,3990.929931640625,3912.75,397000,3.17%
51,2022-03-10,3942.02001953125,3923.72998046875,3948.590087890625,3881.68994140625,308600,-0.93%
52,2022-03-11,3872.889892578125,3964.929931640625,3983.699951171875,3870.72998046875,339100,-1.75%
53,2022-03-14,3827.75,3880.43994140625,3942.199951171875,3809.97998046875,0,-1.17%
54,2022-03-15,3878.06005859375,3857.14990234375,3878.919921875,3819.159912109375,0,1.31%
55,2022-03-16,4021.10009765625,3929.8798828125,4022.159912109375,3906.3701171875,0,3.69%
56,2022-03-17,4109.85986328125,4010.7900390625,4110.009765625,3996.389892578125,0,2.21%
57,2022-03-18,4173.39013671875,4097.22021484375,4176.56005859375,4089.719970703125,0,1.55%
58,2022-03-21,4116.419921875,4159.58984375,4175.91015625,4098.47021484375,0,-1.37%
59,2022-03-22,4203.47998046875,4124.0498046875,4210.72021484375,4110.35986328125,344400,2.11%
60,2022-03-23,4115.06005859375,4186.3701171875,4197.06982421875,4113.77978515625,305900,-2.10%
61,2022-03-24,4171.2998046875,4129.169921875,4172.64990234375,4102.8701171875,277500,1.37%
62,2022-03-25,4103.9501953125,4163.91015625,4168.97998046875,4085.85009765625,272600,-1.61%
63,2022-03-28,4124.2998046875,4106.02001953125,4142.66015625,4055.340087890625,289100,0.50%
64,2022-03-29,4235.2998046875,4164.39990234375,4242.2099609375,4160.10009765625,370400,2.69%
65,2022-03-30,4180.39013671875,4237.35009765625,4266.22021484375,4168.7001953125,404400,-1.30%
66,2022-03-31,4166.169921875,4191.97998046875,4214.5498046875,4165.490234375,600500,-0.34%
67,2022-04-01,4262.10009765625,4180.68017578125,4263.3701171875,4176.10986328125,433700,2.30%
68,2022-04-04,4314.93017578125,4279.72021484375,4321.490234375,4265.02001953125,453400,1.24%
69,2022-04-05,4243.41015625,4312.08984375,4350.080078125,4239.39990234375,366000,-1.66%
70,2022-04-06,4254.490234375,4214.56005859375,4276.740234375,4200.7001953125,372300,0.26%
71,2022-04-07,4289.93017578125,4246.2099609375,4306.72998046875,4237.2001953125,355900,0.83%
72,2022-04-08,4277.58984375,4283.47998046875,4329.02001953125,4262.06982421875,376100,-0.29%
73,2022-04-11,4185.740234375,4247.10986328125,4257.6298828125,4182.080078125,371400,-2.15%
74,2022-04-12,4163.419921875,4202.169921875,4231.7998046875,4136.490234375,340200,-0.53%
75,2022-04-13,4274.830078125,4167.64990234375,4285.4599609375,4165.58984375,358600,2.68%
76,2022-04-14,4226.6201171875,4269.1201171875,4283.4501953125,4224.89990234375,349000,-1.13%
77,2022-04-18,4105.66015625,4211.33984375,4214.22998046875,4090.989990234375,360300,-2.86%
78,2022-04-19,4138.77978515625,4104.66015625,4158.39013671875,4087.909912109375,302200,0.81%
79,2022-04-20,4149.5400390625,4153.3701171875,4179.68994140625,4104.31982421875,377200,0.26%
80,2022-04-21,4052.60009765625,4166.02001953125,4190.43994140625,4050.1298828125,337800,-2.34%
81,2022-04-22,3961.449951171875,4035.969970703125,4061.280029296875,3959.469970703125,304900,-2.25%
82,2022-04-25,4017.580078125,3944.570068359375,4017.679931640625,3924.969970703125,430500,1.42%
83,2022-04-26,3871.610107421875,3990.10009765625,4001.590087890625,3871.530029296875,389900,-3.63%
84,2022-04-27,3857.68994140625,3885.139892578125,3914.56005859375,3848.52001953125,325800,-0.36%
85,2022-04-28,3847.1298828125,3856.89990234375,3871.949951171875,3731.6298828125,382400,-0.27%
86,2022-04-29,3760.639892578125,3853.3701171875,3916.570068359375,3756.030029296875,325100,-2.25%
87,2022-05-02,3813.409912109375,3746.669921875,3814.72998046875,3720.02001953125,367600,1.40%
88,2022-05-03,3831.5,3825.889892578125,3857.280029296875,3800.030029296875,410400,0.47%
89,2022-05-04,3895.81005859375,3837.18994140625,3904.169921875,3737.550048828125,450400,1.68%
90,2022-05-05,3738.679931640625,3862.429931640625,3864.8701171875,3697.81005859375,429700,-4.03%
91,2022-05-06,3595.14990234375,3692.31005859375,3692.81005859375,3572.320068359375,475700,-3.84%
92,2022-05-09,3418.169921875,3534.929931640625,3552.9599609375,3407.360107421875,511800,-4.92%
93,2022-05-10,3509.22998046875,3507.14990234375,3543.7900390625,3445.840087890625,507500,2.66%
94,2022-05-11,3382.43994140625,3462.739990234375,3519.43994140625,3377.659912109375,510200,-3.61%
95,2022-05-12,3481.4599609375,3356.969970703125,3484.389892578125,3355.159912109375,504800,2.93%
96,2022-05-13,3598.530029296875,3529.8701171875,3613.280029296875,3529.8701171875,421000,3.36%
97,2022-05-16,3616.330078125,3579.510009765625,3650.2099609375,3573.47998046875,448900,0.49%
98,2022-05-17,3725.389892578125,3664.489990234375,3727.169921875,3648.6298828125,343300,3.02%
99,2022-05-18,3618.169921875,3668.570068359375,3698.800048828125,3606.219970703125,392500,-2.88%
100,2022-05-19,3662.8701171875,3620.179931640625,3691.669921875,3612.97998046875,451200,1.24%
101,2022-05-20,3692.14990234375,3693.510009765625,3702.050048828125,3593.570068359375,472600,0.80%
102,2022-05-23,3713.330078125,3722.530029296875,3740.179931640625,3698.610107421875,436400,0.57%
103,2022-05-24,3654.7900390625,3693.780029296875,3697.7099609375,3625.409912109375,371400,-1.58%
104,2022-05-25,3673.300048828125,3652.300048828125,3687.590087890625,3620.989990234375,309400,0.51%
105,2022-05-26,3695.010009765625,3677.570068359375,3717.6201171875,3672.300048828125,357400,0.59%
106,2022-05-27,3796.820068359375,3693.35009765625,3796.9599609375,3677.64990234375,683700,2.76%
107,2022-05-31,3711.030029296875,3776.85009765625,3777.60009765625,3680.800048828125,535500,-2.26%
108,2022-06-01,3672.6201171875,3733.989990234375,3751.35009765625,3634.2900390625,563600,-1.04%
109,2022-06-02,3684.47998046875,3652.8798828125,3685.02001953125,3591.0400390625,424700,0.32%
110,2022-06-03,3701.6298828125,3668.860107421875,3735.669921875,3668.659912109375,503300,0.47%
111,2022-06-06,3641.06005859375,3719.260009765625,3725.419921875,3625.6298828125,485500,-1.64%
112,2022-06-07,3740.85009765625,3625.6298828125,3743.949951171875,3623.489990234375,436800,2.74%
113,2022-06-08,3755.969970703125,3740.5400390625,3804.199951171875,3734.219970703125,463300,0.40%
114,2022-06-09,3616.5,3735.6201171875,3736.139892578125,3616.5,402200,-3.71%
115,2022-06-10,3508.580078125,3558.10009765625,3563.1201171875,3489.320068359375,503300,-2.98%
116,2022-06-13,3368.1298828125,3428.010009765625,3441.8798828125,3351.4599609375,594100,-4.00%
117,2022-06-14,3373.239990234375,3375.2099609375,3385.969970703125,3329.949951171875,462600,0.15%
118,2022-06-15,3452.469970703125,3402.52001953125,3485.949951171875,3381.1298828125,462400,2.35%
119,2022-06-16,3376.179931640625,3379.419921875,3386.389892578125,3323.419921875,471500,-2.21%
120,2022-06-17,3510.56005859375,3405.7900390625,3552.280029296875,3401.81005859375,1137600,3.98%
121,2022-06-21,3591.090087890625,3565.070068359375,3623.429931640625,3565.070068359375,687800,2.29%
122,2022-06-22,3641.300048828125,3548.6201171875,3687.31005859375,3544.3701171875,555400,1.40%
123,2022-06-23,3784.669921875,3657.8798828125,3787.949951171875,3657.320068359375,537200,3.94%
124,2022-06-24,3849.6298828125,3824.830078125,3849.6298828125,3764.389892578125,1281100,1.72%
125,2022-06-27,3840.989990234375,3836.60009765625,3859.389892578125,3802.219970703125,455300,-0.22%
126,2022-06-28,3750.31005859375,3833.72998046875,3851.830078125,3740.429931640625,880100,-2.36%
127,2022-06-29,3778.64990234375,3747.64990234375,3795.889892578125,3725.27001953125,610300,0.76%
128,2022-06-30,3748.81005859375,3743.320068359375,3784.9599609375,3698.469970703125,508400,-0.79%
129,2022-07-01,3830.43994140625,3730.5400390625,3831.93994140625,3725.580078125,675500,2.18%
130,2022-07-05,3913.929931640625,3799.860107421875,3913.989990234375,3785.320068359375,663900,2.18%
131,2022-07-06,3923.320068359375,3909.219970703125,3958.320068359375,3895.39990234375,456200,0.24%
132,2022-07-07,4018.0,3926.300048828125,4027.590087890625,3926.300048828125,457000,2.41%
133,2022-07-08,4038.06005859375,3982.39990234375,4055.840087890625,3982.300048828125,535600,0.50%
134,2022-07-11,3959.97998046875,4016.989990234375,4025.840087890625,3955.070068359375,447100,-1.93%
135,2022-07-12,3953.360107421875,3961.2099609375,3975.830078125,3883.159912109375,395100,-0.17%
136,2022-07-13,3954.3701171875,3885.639892578125,3984.739990234375,3885.27001953125,416700,0.03%
137,2022-07-14,3888.469970703125,3918.179931640625,3922.159912109375,3858.97998046875,367600,-1.67%
138,2022-07-15,3959.030029296875,3914.2900390625,3959.72998046875,3865.360107421875,375300,1.81%
139,2022-07-18,3866.590087890625,3979.739990234375,3996.719970703125,3852.530029296875,365100,-2.33%
140,2022-07-19,3976.06005859375,3923.719970703125,3977.090087890625,3892.89990234375,348900,2.83%
141,2022-07-20,3977.159912109375,3975.030029296875,4026.550048828125,3941.2099609375,383500,0.03%
142,2022-07-21,3984.169921875,3965.14990234375,3996.5400390625,3953.429931640625,296200,0.18%
143,2022-07-22,3894.280029296875,3992.02001953125,4010.300048828125,3885.8798828125,283200,-2.26%
144,2022-07-25,3907.199951171875,3903.429931640625,3914.5400390625,3868.22998046875,404100,0.33%
145,2022-07-26,3909.449951171875,3909.5,3955.419921875,3869.080078125,415400,0.06%
146,2022-07-27,3949.89990234375,3904.889892578125,3962.60009765625,3876.010009765625,352200,1.03%
147,2022-07-28,3927.030029296875,3947.85009765625,3949.679931640625,3842.489990234375,359200,-0.58%
148,2022-07-29,3902.89990234375,3922.75,3927.330078125,3872.93994140625,488200,-0.61%
149,2022-08-01,3836.39990234375,3885.550048828125,3903.260009765625,3828.409912109375,355200,-1.70%
150,2022-08-02,3861.830078125,3828.02001953125,3899.909912109375,3821.64990234375,360300,0.66%
151,2022-08-03,4014.110107421875,3940.0,4043.1201171875,3936.070068359375,639600,3.94%
152,2022-08-04,4109.60009765625,4030.010009765625,4120.22998046875,4030.010009765625,555100,2.38%
153,2022-08-05,4169.330078125,4056.419921875,4171.16015625,4038.97998046875,529000,1.45%
154,2022-08-08,4207.83984375,4192.8701171875,4245.06982421875,4160.1201171875,535200,0.92%
155,2022-08-09,4136.93994140625,4168.64013671875,4203.3701171875,4108.3798828125,567100,-1.68%
156,2022-08-10,4227.83984375,4190.0400390625,4228.72998046875,4161.2900390625,487900,2.20%
157,2022-08-11,4161.93994140625,4218.2099609375,4275.3701171875,4147.56005859375,0,-1.56%
158,2022-08-12,4211.5400390625,4163.14013671875,4220.7900390625,4159.2900390625,435500,1.19%
159,2022-08-15,4281.3701171875,4210.10009765625,4284.830078125,4204.60986328125,353200,1.66%
160,2022-08-16,4224.02001953125,4273.0498046875,4280.4501953125,4202.6298828125,361400,-1.34%
161,2022-08-17,4134.02001953125,4179.02001953125,4199.77978515625,4126.47998046875,582400,-2.13%
162,2022-08-18,4084.47998046875,4131.31005859375,4131.580078125,4053.179931640625,542900,-1.20%
163,2022-08-19,4052.699951171875,4053.449951171875,4071.949951171875,4034.699951171875,635600,-0.78%
164,2022-08-22,3989.72998046875,4025.0,4060.050048828125,3976.5400390625,471200,-1.55%
165,2022-08-23,3991.2900390625,3986.929931640625,4010.510009765625,3945.81005859375,354000,0.04%
166,2022-08-24,4045.8701171875,3986.31005859375,4063.300048828125,3978.739990234375,297200,1.37%
167,2022-08-25,4051.679931640625,4073.409912109375,4076.139892578125,4014.97998046875,295900,0.14%
168,2022-08-26,3915.9599609375,4043.300048828125,4050.860107421875,3915.139892578125,289300,-3.35%
169,2022-08-29,3890.679931640625,3873.909912109375,3929.919921875,3869.2099609375,298900,-0.65%
170,2022-08-30,3853.6201171875,3905.39990234375,3910.4599609375,3835.030029296875,276000,-0.95%
171,2022-08-31,3861.679931640625,3885.679931640625,3913.8798828125,3849.52001953125,328500,0.21%
172,2022-09-01,3934.3798828125,3842.949951171875,3936.030029296875,3820.8798828125,349200,1.88%
173,2022-09-02,3871.39990234375,3948.139892578125,3964.010009765625,3855.669921875,277800,-1.60%
174,2022-09-06,3805.830078125,3876.06005859375,3876.580078125,3800.6201171875,536900,-1.69%
175,2022-09-07,3917.56005859375,3803.1201171875,3923.360107421875,3801.489990234375,386600,2.94%
176,2022-09-08,4044.360107421875,3908.25,4044.47998046875,3907.110107421875,421000,3.24%
177,2022-09-09,4082.25,4050.429931640625,4104.7001953125,4050.360107421875,319900,0.94%
178,2022-09-12,4090.27001953125,4082.52001953125,4102.08984375,4066.7099609375,398600,0.20%
179,2022-09-13,3920.75,4003.4599609375,4016.590087890625,3910.1201171875,489100,-4.14%
180,2022-09-14,3952.889892578125,3930.52001953125,3968.419921875,3906.610107421875,394200,0.82%
181,2022-09-15,3963.239990234375,3941.1201171875,3997.389892578125,3928.39990234375,374500,0.26%
182,2022-09-16,3924.5400390625,3934.090087890625,3934.8701171875,3882.340087890625,758900,-0.98%
183,2022-09-19,3885.679931640625,3891.35009765625,3891.35009765625,3817.580078125,361200,-0.99%
184,2022-09-20,3857.360107421875,3858.320068359375,3883.219970703125,3826.139892578125,316200,-0.73%
185,2022-09-21,3764.18994140625,3867.31005859375,3891.35009765625,3763.72998046875,312100,-2.42%
186,2022-09-22,3744.610107421875,3739.25,3768.1298828125,3704.590087890625,507400,-0.52%
187,2022-09-23,3692.090087890625,3717.25,3718.260009765625,3646.530029296875,403800,-1.40%
188,2022-09-26,3630.919921875,3679.0400390625,3720.4599609375,3628.030029296875,330100,-1.66%
189,2022-09-27,3685.719970703125,3672.919921875,3730.820068359375,3667.5,322100,1.51%
190,2022-09-28,3844.360107421875,3789.68994140625,3862.39990234375,3775.139892578125,423700,4.30%
191,2022-09-29,3776.169921875,3819.97998046875,3819.97998046875,3732.780029296875,321800,-1.77%
192,2022-09-30,3767.60009765625,3781.14990234375,3852.60009765625,3765.7900390625,329000,-0.23%
193,2022-10-03,3821.929931640625,3811.75,3837.919921875,3759.590087890625,301300,1.44%
194,2022-10-04,3935.669921875,3876.659912109375,3936.10009765625,3872.830078125,368500,2.98%
195,2022-10-05,3935.969970703125,3896.06005859375,3956.179931640625,3856.780029296875,275200,0.01%
196,2022-10-06,3914.860107421875,3915.969970703125,3943.18994140625,3889.6201171875,279300,-0.54%
197,2022-10-07,3811.85009765625,3878.4599609375,3884.1201171875,3800.1298828125,286700,-2.63%
198,2022-10-10,3786.429931640625,3807.5,3821.239990234375,3772.159912109375,295200,-0.67%
199,2022-10-11,3812.780029296875,3796.35009765625,3869.510009765625,3760.43994140625,350600,0.70%
200,2022-10-12,3831.489990234375,3834.81005859375,3851.300048828125,3805.340087890625,290900,0.49%
201,2022-10-13,3906.110107421875,3757.93994140625,3919.27001953125,3746.25,0,1.95%
202,2022-10-14,3846.56005859375,3930.590087890625,3954.949951171875,3842.8798828125,0,-1.52%
203,2022-10-17,3925.97998046875,3888.360107421875,3935.280029296875,3878.669921875,286700,2.06%
204,2022-10-18,3928.510009765625,3973.780029296875,3991.699951171875,3909.169921875,281300,0.06%
205,2022-10-19,3799.0400390625,3895.840087890625,3900.2099609375,3785.72998046875,395800,-3.30%
206,2022-10-20,3777.60009765625,3789.830078125,3837.050048828125,3766.7099609375,279900,-0.56%
207,2022-10-21,3875.72998046875,3794.409912109375,3879.469970703125,3774.570068359375,326000,2.60%
208,2022-10-24,3909.139892578125,3890.340087890625,3918.159912109375,3841.159912109375,354500,0.86%
209,2022-10-25,3975.409912109375,3931.300048828125,3985.43994140625,3930.9599609375,411800,1.70%
210,2022-10-26,4032.800048828125,4001.050048828125,4096.330078125,4001.050048828125,341000,1.44%
211,2022-10-27,3974.840087890625,4043.830078125,4043.85009765625,3973.159912109375,289500,-1.44%
212,2022-10-28,4138.97021484375,4029.360107421875,4143.14013671875,4001.760009765625,361400,4.13%
213,2022-10-31,4103.35009765625,4104.7001953125,4141.33984375,4090.93994140625,310400,-0.86%
214,2022-11-01,4139.27978515625,4136.33984375,4164.2998046875,4118.16015625,324700,0.88%
215,2022-11-02,4079.7900390625,4139.10986328125,4209.64990234375,4079.030029296875,342700,-1.44%
216,2022-11-03,4083.699951171875,4013.97998046875,4103.89013671875,4002.239990234375,342200,0.10%
217,2022-11-04,4090.080078125,4080.8701171875,4100.759765625,4021.4599609375,369600,0.16%
218,2022-11-07,4109.89990234375,4084.530029296875,4132.2998046875,4074.030029296875,350100,0.48%
219,2022-11-08,4147.39013671875,4107.58984375,4204.7900390625,4099.60009765625,365100,0.91%
220,2022-11-09,4096.14990234375,4135.2998046875,4171.14990234375,4093.449951171875,364500,-1.24%
221,2022-11-10,4242.3798828125,4213.89013671875,4252.490234375,4166.47998046875,444800,3.57%
222,2022-11-11,4249.740234375,4215.6298828125,4259.68994140625,4154.72021484375,400900,0.17%
223,2022-11-14,4261.02978515625,4257.7001953125,4326.72998046875,4254.97998046875,371000,0.27%
224,2022-11-15,4276.97998046875,4319.68994140625,4328.75,4229.5400390625,343300,0.37%
225,2022-11-16,4235.43994140625,4280.0400390625,4289.5498046875,4229.18017578125,304700,-0.97%
226,2022-11-17,4226.10009765625,4193.77001953125,4243.81005859375,4179.759765625,330100,-0.22%
227,2022-11-18,4248.7001953125,4261.259765625,4270.919921875,4226.91015625,315100,0.53%
228,2022-11-21,4221.83984375,4250.60009765625,4254.330078125,4218.4599609375,267700,-0.63%
229,2022-11-22,4258.64990234375,4225.3701171875,4260.56005859375,4185.7900390625,0,0.87%
230,2022-11-23,4241.31982421875,4265.93994140625,4281.009765625,4223.240234375,255400,-0.41%
231,2022-11-25,4246.2001953125,4224.0498046875,4253.10009765625,4216.93994140625,140200,0.12%
232,2022-11-28,4217.68017578125,4252.18994140625,4298.419921875,4209.89013671875,317900,-0.67%
233,2022-11-29,4207.75,4219.47021484375,4234.830078125,4197.7099609375,275700,-0.24%
234,2022-11-30,4344.080078125,4265.25,4344.080078125,4227.0400390625,451900,3.24%
235,2022-12-01,4361.919921875,4344.06982421875,4377.1201171875,4332.91015625,319700,0.41%
236,2022-12-02,4414.89990234375,4324.97021484375,4418.740234375,4318.66015625,405000,1.21%
237,2022-12-05,4320.81005859375,4384.83984375,4386.2998046875,4298.31005859375,339100,-2.13%
238,2022-12-06,4250.31005859375,4299.1298828125,4304.10986328125,4221.18017578125,504100,-1.63%
239,2022-12-07,4291.490234375,4258.7900390625,4295.52001953125,4254.10009765625,433400,0.97%
240,2022-12-08,4336.25,4296.41015625,4346.6201171875,4275.6298828125,394000,1.04%
241,2022-12-09,4245.0400390625,4316.259765625,4322.7001953125,4244.56005859375,342000,-2.10%
242,2022-12-12,4283.9599609375,4244.27978515625,4283.9599609375,4231.009765625,717600,0.92%
243,2022-12-13,4348.39013671875,4387.169921875,4405.490234375,4320.2001953125,548600,1.50%
244,2022-12-14,4373.64990234375,4334.16015625,4411.4599609375,4319.89013671875,461000,0.58%
245,2022-12-15,4294.419921875,4346.60986328125,4355.009765625,4277.0,456600,-1.81%
246,2022-12-16,4256.5400390625,4247.6201171875,4277.52978515625,4223.18994140625,869400,-0.88%
247,2022-12-19,4175.89013671875,4260.4501953125,4265.0,4159.18017578125,438000,-1.89%
248,2022-12-20,4229.490234375,4161.31982421875,4238.81982421875,4156.31982421875,529000,1.28%
249,2022-12-21,4283.18017578125,4238.52001953125,4306.81982421875,4223.89013671875,352400,1.27%
250,2022-12-22,4283.16015625,4265.0498046875,4284.169921875,4221.240234375,432200,-0.00%
251,2022-12-23,4218.3798828125,4271.93994140625,4279.1298828125,4198.72021484375,293600,-1.51%
252,2022-12-27,4124.919921875,4227.02001953125,4227.02001953125,4122.25,228700,-2.22%
253,2022-12-28,4112.3798828125,4124.6298828125,4151.7001953125,4095.639892578125,223200,-0.30%
254,2022-12-29,4199.580078125,4137.33984375,4225.9501953125,4122.5400390625,306600,2.12%
255,2022-12-30,4213.1298828125,4175.10986328125,4213.33984375,4144.83984375,271200,0.32%
256,2023-01-03,4174.2998046875,4227.64013671875,4241.64990234375,4155.64990234375,296300,-0.92%
257,2023-01-04,4220.97021484375,4218.43994140625,4229.93017578125,4184.39013671875,410000,1.12%
258,2023-01-05,4229.9599609375,4212.830078125,4242.009765625,4191.89013671875,320500,0.21%
259,2023-01-06,4288.2998046875,4254.4599609375,4311.10009765625,4210.52001953125,365300,1.38%
260,2023-01-09,4189.64990234375,4275.47021484375,4278.990234375,4184.169921875,413700,-2.30%
261,2023-01-10,4267.43994140625,4174.9599609375,4267.4501953125,4174.9599609375,323900,1.86%
262,2023-01-11,4282.75,4265.1298828125,4283.41015625,4225.240234375,315400,0.36%
263,2023-01-12,4333.509765625,4271.60009765625,4334.72021484375,4222.47998046875,331300,1.19%
264,2023-01-13,4366.6201171875,4323.56982421875,4380.77001953125,4323.56982421875,317600,0.76%
265,2023-01-17,4363.89990234375,4360.35009765625,4380.85009765625,4340.740234375,299100,-0.06%
266,2023-01-18,4333.72021484375,4385.2001953125,4422.8701171875,4331.4501953125,284400,-0.69%
267,2023-01-19,4289.31982421875,4322.56982421875,4329.2099609375,4276.68994140625,323900,-1.02%
268,2023-01-20,4328.5400390625,4306.919921875,4334.0400390625,4284.47021484375,308400,0.91%
269,2023-01-23,4355.10986328125,4325.77001953125,4367.6298828125,4318.9501953125,289300,0.61%
270,2023-01-24,4371.330078125,4346.31005859375,4376.52001953125,4329.25,283900,0.37%
271,2023-01-25,4373.4501953125,4350.22998046875,4373.7998046875,4326.2900390625,276800,0.05%
272,2023-01-26,4376.08984375,4386.06982421875,4394.7900390625,4337.89013671875,228900,0.06%
273,2023-01-27,4377.5,4366.77978515625,4395.6298828125,4359.7900390625,231600,0.03%
274,2023-01-30,4309.7099609375,4362.60986328125,4363.06982421875,4299.259765625,233800,-1.55%
275,2023-01-31,4360.72021484375,4313.18994140625,4361.2998046875,4313.16015625,267100,1.18%
276,2023-02-01,4353.080078125,4345.0,4378.3701171875,4280.89013671875,282400,-0.18%
277,2023-02-02,4352.89013671875,4343.47998046875,4352.919921875,4302.009765625,334500,-0.00%
278,2023-02-03,4336.419921875,4345.41015625,4386.85986328125,4325.25,282600,-0.38%
279,2023-02-06,4313.10009765625,4325.330078125,4360.6201171875,4307.759765625,256200,-0.54%
280,2023-02-07,4328.4501953125,4300.6298828125,4334.85986328125,4261.02978515625,264600,0.36%
281,2023-02-08,4226.580078125,4308.75,4309.830078125,4226.41015625,240800,-2.35%
282,2023-02-09,4211.64013671875,4263.25,4276.8701171875,4202.10986328125,248600,-0.35%
283,2023-02-10,4225.72021484375,4202.4599609375,4233.4599609375,4185.16015625,240300,0.33%
284,2023-02-13,4269.43017578125,4218.47998046875,4274.2900390625,4205.830078125,251100,1.03%
285,2023-02-14,4261.759765625,4254.33984375,4294.83984375,4219.77978515625,250000,-0.18%
286,2023-02-15,4258.330078125,4241.919921875,4258.6298828125,4215.89990234375,240000,-0.08%
287,2023-02-16,4198.93994140625,4217.7099609375,4242.240234375,4197.31005859375,260600,-1.39%
