,date,splrci,open,high,low,volume,splrci_cr
64,2022-05-17,802.8300170898438,796.72998046875,803.9600219726562,791.219970703125,194588200,2.28%
65,2022-05-18,772.7000122070312,797.27001953125,797.27001953125,770.77001953125,210864000,-3.75%
66,2022-05-19,765.4000244140625,765.4600219726562,774.9299926757812,756.7999877929688,213488400,-0.94%
67,2022-05-20,757.2000122070312,769.469970703125,769.469970703125,742.8400268554688,236227000,-1.07%
68,2022-05-23,769.5700073242188,763.469970703125,771.2999877929688,760.7899780273438,173674300,1.63%
69,2022-05-24,768.6300048828125,765.9000244140625,770.6699829101562,752.9400024414062,195109000,-0.12%
70,2022-05-25,773.5399780273438,767.2100219726562,776.3300170898438,764.3099975585938,191748500,0.64%
71,2022-05-26,788.969970703125,779.0800170898438,792.9500122070312,779.0800170898438,193993500,1.99%
72,2022-05-27,805.1199951171875,794.1099853515625,805.1699829101562,794.1099853515625,165968400,2.05%
73,2022-05-31,798.27001953125,798.1099853515625,803.6500244140625,790.6900024414062,314733300,-0.85%
74,2022-06-01,793.3200073242188,802.469970703125,804.4500122070312,786.8800048828125,188683100,-0.62%
75,2022-06-02,808.3400268554688,797.9199829101562,808.6900024414062,791.6599731445312,161025600,1.89%
76,2022-06-03,805.4299926757812,802.3499755859375,807.25,800.3400268554688,187029900,-0.36%
77,2022-06-06,808.6699829101562,810.7000122070312,813.3300170898438,806.9500122070312,152816100,0.40%
78,2022-06-07,819.6400146484375,803.6300048828125,820.1599731445312,798.8200073242188,151237800,1.36%
79,2022-06-08,804.6500244140625,812.4199829101562,815.0,802.8200073242188,148460700,-1.83%
80,2022-06-09,788.8099975585938,801.2000122070312,804.1699829101562,788.75,159562100,-1.97%
81,2022-06-10,765.47998046875,776.8499755859375,776.8499755859375,765.3400268554688,218961900,-2.96%
82,2022-06-13,742.3099975585938,750.280029296875,751.3099975585938,737.9299926757812,259697200,-3.03%
83,2022-06-14,740.4500122070312,746.280029296875,750.97998046875,734.530029296875,237212700,-0.25%
84,2022-06-15,747.9199829101562,746.1300048828125,756.2899780273438,736.719970703125,246278000,1.01%
85,2022-06-16,722.6599731445312,736.2899780273438,736.2899780273438,718.969970703125,267150000,-3.38%
86,2022-06-17,720.9600219726562,721.0999755859375,727.719970703125,712.8200073242188,368037800,-0.24%
87,2022-06-21,733.8200073242188,730.9299926757812,736.6900024414062,727.2899780273438,213127900,1.78%
88,2022-06-22,729.9000244140625,723.4000244140625,735.7000122070312,722.9500122070312,198934800,-0.53%
89,2022-06-23,726.0599975585938,729.6599731445312,731.989990234375,717.5,208818500,-0.53%
90,2022-06-24,751.4199829101562,731.0599975585938,751.6099853515625,731.0599975585938,279120200,3.49%
91,2022-06-27,749.5499877929688,754.4299926757812,754.7999877929688,746.6300048828125,162328800,-0.25%
92,2022-06-28,740.9400024414062,754.3800048828125,762.5800170898438,740.5,185210300,-1.15%
93,2022-06-29,736.3499755859375,741.6900024414062,741.8200073242188,730.739990234375,174174400,-0.62%
94,2022-06-30,738.4099731445312,728.2999877929688,741.5800170898438,724.0999755859375,222025600,0.28%
95,2022-07-01,745.1099853515625,737.97998046875,747.4099731445312,731.6599731445312,178014100,0.91%
96,2022-07-05,733.719970703125,734.7999877929688,734.7999877929688,721.3400268554688,221716600,-1.53%
97,2022-07-06,738.1900024414062,734.5599975585938,742.6099853515625,728.8099975585938,168274700,0.61%
98,2022-07-07,746.9500122070312,743.0999755859375,748.5399780273438,738.6199951171875,178761300,1.19%
99,2022-07-08,743.510009765625,746.8099975585938,747.989990234375,737.9099731445312,147169600,-0.46%
100,2022-07-11,738.5399780273438,738.9299926757812,743.1699829101562,736.9000244140625,147480500,-0.67%
101,2022-07-12,736.1599731445312,736.2000122070312,746.0,733.6500244140625,248666100,-0.32%
102,2022-07-13,727.3200073242188,725.3900146484375,732.9199829101562,722.8300170898438,230777900,-1.20%
103,2022-07-14,723.0800170898438,716.9099731445312,723.780029296875,712.77001953125,191183200,-0.58%
104,2022-07-15,734.530029296875,732.5900268554688,735.489990234375,725.8400268554688,195250300,1.58%
105,2022-07-18,730.1300048828125,740.6500244140625,743.4600219726562,728.030029296875,183521600,-0.60%
106,2022-07-19,756.2899780273438,735.7000122070312,757.0999755859375,735.7000122070312,193742100,3.58%
107,2022-07-20,761.8699951171875,756.0399780273438,763.6500244140625,753.5999755859375,176894300,0.74%
108,2022-07-21,767.0700073242188,759.8200073242188,767.3099975585938,756.719970703125,240434300,0.68%
109,2022-07-22,764.719970703125,770.0900268554688,771.9000244140625,761.280029296875,183599500,-0.31%
110,2022-07-25,768.3099975585938,765.510009765625,770.4400024414062,761.3200073242188,148294000,0.47%
111,2022-07-26,764.25,765.8800048828125,771.1400146484375,762.530029296875,183085400,-0.53%
112,2022-07-27,776.3200073242188,768.489990234375,779.8099975585938,764.5599975585938,210687300,1.58%
113,2022-07-28,792.4000244140625,779.9199829101562,793.010009765625,778.0,225484500,2.07%
114,2022-07-29,808.280029296875,793.1500244140625,810.1900024414062,792.6799926757812,197479100,2.00%
115,2022-08-01,809.2899780273438,804.5800170898438,811.9299926757812,802.7100219726562,194194800,0.12%
116,2022-08-02,800.77001953125,806.47998046875,810.8200073242188,799.510009765625,187419100,-1.05%
117,2022-08-03,808.5800170898438,804.0,810.8800048828125,799.0,174680900,0.98%
118,2022-08-04,811.1099853515625,809.219970703125,813.6900024414062,807.1099853515625,165710300,0.31%
119,2022-08-05,812.8200073242188,805.4500122070312,813.0399780273438,804.9000244140625,139924000,0.21%
120,2022-08-08,812.2000122070312,818.1900024414062,820.7899780273438,810.2899780273438,166906000,-0.08%
121,2022-08-09,809.1900024414062,812.489990234375,813.3900146484375,807.6199951171875,176929200,-0.37%
122,2022-08-10,827.1500244140625,821.5499877929688,829.5700073242188,820.1900024414062,182482800,2.22%
123,2022-08-11,830.989990234375,832.3900146484375,838.3099975585938,829.530029296875,168001200,0.46%
124,2022-08-12,843.1799926757812,833.3099975585938,843.3499755859375,831.9600219726562,139765300,1.47%
125,2022-08-15,845.1599731445312,838.0499877929688,846.27001953125,836.7999877929688,143054100,0.23%
126,2022-08-16,848.9299926757812,841.8499755859375,852.5800170898438,841.8099975585938,151172600,0.45%
127,2022-08-17,842.3400268554688,838.5700073242188,846.0999755859375,838.0700073242188,150311000,-0.78%
128,2022-08-18,845.0800170898438,843.3699951171875,846.4199829101562,840.6500244140625,125970100,0.33%
129,2022-08-19,834.3599853515625,840.5999755859375,840.5999755859375,831.9199829101562,172495800,-1.27%
130,2022-08-22,818.1300048828125,823.3599853515625,824.9400024414062,817.22998046875,184329000,-1.95%
131,2022-08-23,819.6599731445312,817.780029296875,825.0800170898438,817.47998046875,155675800,0.19%
132,2022-08-24,822.3300170898438,820.3499755859375,824.760009765625,819.0499877929688,134574500,0.33%
133,2022-08-25,834.8699951171875,826.0399780273438,835.030029296875,825.6199951171875,166622900,1.52%
134,2022-08-26,805.5800170898438,836.6599731445312,836.969970703125,805.3099975585938,174221000,-3.51%
135,2022-08-29,802.0399780273438,799.0499877929688,808.5499877929688,797.8699951171875,179555900,-0.44%
136,2022-08-30,790.2000122070312,803.5800170898438,804.4400024414062,787.0900268554688,189741600,-1.48%
137,2022-08-31,783.3599853515625,792.4400024414062,794.5399780273438,782.7100219726562,220225400,-0.87%
138,2022-09-01,784.4299926757812,778.77001953125,784.6699829101562,774.8900146484375,206955000,0.14%
139,2022-09-02,776.6699829101562,791.6599731445312,793.7899780273438,773.1699829101562,163300000,-0.99%
140,2022-09-06,777.8900146484375,777.8699951171875,781.530029296875,771.3400268554688,199196200,0.16%
141,2022-09-07,790.5599975585938,776.6500244140625,792.4000244140625,775.27001953125,205195300,1.63%
142,2022-09-08,792.760009765625,785.6099853515625,792.97998046875,781.0999755859375,187030200,0.28%
143,2022-09-09,803.0,798.1900024414062,804.6699829101562,797.5999755859375,180510800,1.29%
144,2022-09-12,807.8599853515625,807.1500244140625,811.9199829101562,803.9600219726562,180160200,0.61%
145,2022-09-13,777.27001953125,793.7000122070312,796.6300048828125,774.5399780273438,184225400,-3.79%
146,2022-09-14,775.8400268554688,777.0399780273438,779.219970703125,766.3800048828125,201353100,-0.18%
147,2022-09-15,767.5599975585938,774.25,780.4000244140625,765.4400024414062,208973000,-1.07%
148,2022-09-16,751.77001953125,751.9600219726562,754.8499755859375,745.219970703125,373455900,-2.06%
149,2022-09-19,761.7899780273438,746.7899780273438,762.739990234375,746.7899780273438,184594000,1.33%
150,2022-09-20,752.3800048828125,756.2899780273438,756.2899780273438,746.219970703125,184482000,-1.24%
151,2022-09-21,742.3200073242188,759.0700073242188,764.52001953125,742.3099975585938,204142800,-1.34%
152,2022-09-22,731.27001953125,740.5499877929688,741.4500122070312,730.3599853515625,210634100,-1.49%
153,2022-09-23,717.5999755859375,724.1799926757812,724.1799926757812,708.760009765625,245348200,-1.87%
154,2022-09-26,709.4600219726562,715.0999755859375,721.0900268554688,706.7899780273438,209762400,-1.13%
155,2022-09-27,707.27001953125,714.3699951171875,718.3499755859375,701.5999755859375,216323900,-0.31%
156,2022-09-28,723.0999755859375,710.8300170898438,726.989990234375,708.4299926757812,210687200,2.24%
157,2022-09-29,709.8699951171875,716.6300048828125,717.1799926757812,703.8900146484375,197179000,-1.83%
158,2022-09-30,700.5999755859375,707.9400024414062,714.3800048828125,700.4000244140625,216809600,-1.31%
159,2022-10-03,722.0,708.6799926757812,727.719970703125,706.47998046875,207261100,3.05%
160,2022-10-04,747.2000122070312,732.989990234375,747.4199829101562,732.989990234375,222645400,3.49%
161,2022-10-05,742.8900146484375,739.0399780273438,749.3900146484375,735.8599853515625,169185700,-0.58%
162,2022-10-06,734.780029296875,740.6099853515625,744.5700073242188,732.969970703125,176733600,-1.09%
163,2022-10-07,720.6599731445312,728.02001953125,728.6699829101562,716.22998046875,199030700,-1.92%
164,2022-10-10,723.010009765625,727.219970703125,730.219970703125,717.1699829101562,171025400,0.33%
165,2022-10-11,723.0999755859375,721.3800048828125,732.5800170898438,718.5,249912600,0.01%
166,2022-10-12,717.219970703125,722.0,725.5700073242188,717.0700073242188,181537700,-0.81%
167,2022-10-13,732.97998046875,704.2000122070312,736.6699829101562,700.260009765625,252359300,2.20%
168,2022-10-14,716.6300048828125,737.5599975585938,739.1500244140625,715.5599975585938,200235200,-2.23%
169,2022-10-17,732.719970703125,726.9500122070312,736.4000244140625,726.9500122070312,204474600,2.25%
170,2022-10-18,750.010009765625,747.5399780273438,752.0900268554688,739.969970703125,199323500,2.36%
171,2022-10-19,744.8400268554688,745.780029296875,751.52001953125,739.260009765625,240757000,-0.69%
172,2022-10-20,730.6099853515625,742.760009765625,746.9400024414062,729.2100219726562,236583000,-1.91%
173,2022-10-21,749.9600219726562,730.27001953125,751.4400024414062,728.8400268554688,246551000,2.65%
174,2022-10-24,760.0900268554688,754.4500122070312,762.9000244140625,753.5800170898438,204212300,1.35%
175,2022-10-25,770.3300170898438,760.3099975585938,770.969970703125,758.6900024414062,213368900,1.35%
176,2022-10-26,772.97998046875,775.3099975585938,783.9299926757812,770.22998046875,245954100,0.34%
177,2022-10-27,781.8200073242188,781.1599731445312,791.1799926757812,780.8400268554688,212098500,1.14%
178,2022-10-28,800.4199829101562,783.760009765625,800.9099731445312,781.969970703125,199690400,2.38%
179,2022-10-31,797.7100219726562,795.1199951171875,802.8200073242188,793.8800048828125,209912600,-0.34%
180,2022-11-01,797.239990234375,803.25,804.3400268554688,792.489990234375,184570000,-0.06%
181,2022-11-02,783.1900024414062,792.8300170898438,809.0900268554688,782.8300170898438,239370500,-1.76%
182,2022-11-03,791.3400268554688,776.9600219726562,798.2100219726562,774.8900146484375,218241100,1.04%
183,2022-11-04,803.9199829101562,801.1500244140625,805.9400024414062,790.9500122070312,196783000,1.59%
184,2022-11-07,812.47998046875,807.3200073242188,813.6500244140625,802.8200073242188,169540300,1.06%
185,2022-11-08,819.4600219726562,814.7999877929688,823.4500122070312,810.0900268554688,181987600,0.86%
186,2022-11-09,807.5999755859375,814.5,819.6500244140625,806.9000244140625,163017300,-1.45%
187,2022-11-10,841.77001953125,827.02001953125,842.3099975585938,826.7999877929688,239140700,4.23%
188,2022-11-11,840.9000244140625,842.3699951171875,846.5599975585938,837.6900024414062,215648200,-0.10%
189,2022-11-14,835.1799926757812,838.8599853515625,846.8400268554688,835.1799926757812,182161000,-0.68%
190,2022-11-15,841.6400146484375,843.1799926757812,845.97998046875,834.469970703125,199909800,0.77%
191,2022-11-16,835.0999755859375,840.5999755859375,841.4099731445312,833.5599975585938,163968800,-0.78%
192,2022-11-17,833.02001953125,825.0499877929688,833.3400268554688,819.760009765625,151433600,-0.25%
193,2022-11-18,838.9400024414062,840.719970703125,842.9400024414062,834.02001953125,164523900,0.71%
194,2022-11-21,842.0599975585938,837.6199951171875,844.47998046875,836.8200073242188,146622800,0.37%
195,2022-11-22,848.4000244140625,845.75,850.260009765625,844.9299926757812,146742600,0.75%
196,2022-11-23,851.7000122070312,849.280029296875,854.72998046875,848.9400024414062,129687900,0.39%
197,2022-11-25,854.8599853515625,853.3300170898438,856.5700073242188,852.6599731445312,65003800,0.37%
198,2022-11-28,839.4199829101562,848.8900146484375,851.72998046875,836.7899780273438,151518500,-1.81%
199,2022-11-29,844.6199951171875,841.27001953125,845.6799926757812,838.5999755859375,134934600,0.62%
200,2022-11-30,858.0599975585938,844.0999755859375,858.0800170898438,834.8900146484375,239726900,1.59%
201,2022-12-01,858.030029296875,861.1699829101562,863.1599731445312,851.8499755859375,156978000,-0.00%
202,2022-12-02,863.3699951171875,849.47998046875,866.0900268554688,849.47998046875,156911600,0.62%
203,2022-12-05,848.6500244140625,855.4199829101562,855.8699951171875,847.3699951171875,175365400,-1.70%
204,2022-12-06,838.9099731445312,850.1799926757812,850.6799926757812,832.3699951171875,163615800,-1.15%
205,2022-12-07,837.760009765625,837.1199951171875,843.260009765625,836.010009765625,168678100,-0.14%
206,2022-12-08,842.5499877929688,842.0399780273438,847.5700073242188,839.5700073242188,151686700,0.57%
207,2022-12-09,835.7000122070312,842.1400146484375,845.27001953125,835.3300170898438,141426300,-0.81%
208,2022-12-12,849.989990234375,837.489990234375,850.0499877929688,836.780029296875,159471800,1.71%
209,2022-12-13,853.02001953125,867.3800048828125,867.3800048828125,846.97998046875,249136600,0.36%
210,2022-12-14,851.4199829101562,854.5,862.4299926757812,847.1500244140625,211271100,-0.19%
211,2022-12-15,830.5499877929688,842.22998046875,842.9199829101562,826.4299926757812,225214500,-2.45%
212,2022-12-16,826.5399780273438,823.4199829101562,828.4000244140625,818.719970703125,392884100,-0.48%
213,2022-12-19,822.280029296875,825.969970703125,831.719970703125,818.3699951171875,156100900,-0.52%
214,2022-12-20,823.4500122070312,821.4400024414062,828.4500122070312,819.8499755859375,157556000,0.14%
215,2022-12-21,838.6500244140625,831.2100219726562,839.9500122070312,830.2999877929688,164108900,1.85%
216,2022-12-22,828.1400146484375,833.780029296875,833.780029296875,815.5499877929688,149830600,-1.25%
217,2022-12-23,832.8599853515625,827.489990234375,834.0399780273438,824.6099853515625,99053100,0.57%
218,2022-12-27,835.5800170898438,834.2899780273438,839.5,831.5800170898438,125257600,0.33%
219,2022-12-28,824.5999755859375,836.8300170898438,839.010009765625,824.530029296875,125317700,-1.31%
220,2022-12-29,834.7000122070312,828.5499877929688,836.9600219726562,827.8800048828125,118614800,1.22%
221,2022-12-30,831.4000244140625,830.780029296875,832.3599853515625,823.5399780273438,114709100,-0.40%
222,2023-01-03,833.1199951171875,834.4000244140625,837.4400024414062,825.530029296875,152864100,0.21%
223,2023-01-04,840.72998046875,835.1799926757812,842.9299926757812,834.030029296875,221395600,0.91%
224,2023-01-05,831.5999755859375,836.3400268554688,836.969970703125,829.1699829101562,173152600,-1.09%
225,2023-01-06,854.0,838.5599975585938,856.3300170898438,838.22998046875,185585000,2.69%
226,2023-01-09,850.4099731445312,855.1400146484375,863.780029296875,849.3400268554688,192922300,-0.42%
227,2023-01-10,855.0,848.1099853515625,855.3900146484375,847.280029296875,166397800,0.54%
228,2023-01-11,863.1900024414062,859.1500244140625,863.2899780273438,855.3200073242188,190066900,0.96%
229,2023-01-12,868.0999755859375,866.0,871.3200073242188,859.5700073242188,262315900,0.57%
230,2023-01-13,867.030029296875,859.8900146484375,867.77001953125,858.9500122070312,206047900,-0.12%
231,2023-01-17,859.72998046875,867.52001953125,867.7000122070312,858.989990234375,205586300,-0.84%
232,2023-01-18,843.8699951171875,862.2000122070312,864.3699951171875,843.3400268554688,237825800,-1.84%
233,2023-01-19,826.2899780273438,839.0399780273438,839.9199829101562,826.1599731445312,210992700,-2.08%
234,2023-01-20,837.8900146484375,828.0700073242188,837.9400024414062,824.0900268554688,205211900,1.40%
235,2023-01-23,847.0499877929688,839.530029296875,851.2100219726562,837.219970703125,181949800,1.09%
236,2023-01-24,852.530029296875,845.3599853515625,854.6300048828125,838.510009765625,180728200,0.65%
237,2023-01-25,848.010009765625,844.1300048828125,849.780029296875,836.1500244140625,203026000,-0.53%
238,2023-01-26,852.72998046875,851.5999755859375,852.8900146484375,842.0399780273438,216501700,0.56%
239,2023-01-27,855.72998046875,851.260009765625,859.75,850.489990234375,172059400,0.35%
240,2023-01-30,847.4400024414062,852.1199951171875,858.530029296875,846.780029296875,164454900,-0.97%
241,2023-01-31,861.9600219726562,849.6400146484375,861.9600219726562,847.3200073242188,210391500,1.71%
242,2023-02-01,868.0999755859375,858.6199951171875,873.97998046875,854.760009765625,226883600,0.71%
243,2023-02-02,874.8200073242188,868.72998046875,879.6099853515625,865.6599731445312,251057500,0.77%
244,2023-02-03,870.280029296875,870.0599975585938,877.280029296875,868.1699829101562,171760000,-0.52%
245,2023-02-06,868.469970703125,867.5800170898438,870.6099853515625,864.5999755859375,148537000,-0.21%
246,2023-02-07,870.6199951171875,865.9099731445312,872.8499755859375,856.8400268554688,159537600,0.25%
247,2023-02-08,865.510009765625,867.3499755859375,870.0399780273438,863.010009765625,151809600,-0.59%
248,2023-02-09,857.8900146484375,870.0700073242188,871.75,855.6199951171875,153751000,-0.88%
249,2023-02-10,864.219970703125,856.780029296875,864.5800170898438,855.1199951171875,142151600,0.74%
250,2023-02-13,871.8300170898438,865.0,872.27001953125,864.5499877929688,151806500,0.88%
251,2023-02-14,869.3599853515625,869.1300048828125,873.239990234375,860.7000122070312,150740500,-0.28%
252,2023-02-15,874.8200073242188,864.7100219726562,874.969970703125,863.280029296875,131834600,0.63%
253,2023-02-16,865.280029296875,865.0900268554688,871.9099731445312,861.9000244140625,141957100,-1.09%
254,2023-02-17,870.739990234375,865.02001953125,871.1400146484375,861.3900146484375,165289600,0.63%
255,2023-02-21,850.77001953125,864.8800048828125,866.780029296875,850.0399780273438,176923700,-2.29%
256,2023-02-22,848.5399780273438,851.5499877929688,855.3200073242188,845.22998046875,174726700,-0.26%
257,2023-02-23,851.9199829101562,852.8900146484375,856.9099731445312,843.0900268554688,175482300,0.40%
258,2023-02-24,846.989990234375,843.4600219726562,848.25,839.760009765625,150485800,-0.58%
259,2023-02-27,854.0399780273438,857.4099731445312,860.6400146484375,852.2999877929688,156716200,0.83%
260,2023-02-28,851.8800048828125,852.77001953125,857.1799926757812,851.2000122070312,187809500,-0.25%
261,2023-03-01,855.0800170898438,851.3099975585938,859.7000122070312,850.6199951171875,147491800,0.38%
262,2023-03-02,865.3400268554688,851.3099975585938,866.9099731445312,850.9600219726562,142199200,1.20%
263,2023-03-03,874.52001953125,868.3200073242188,875.8900146484375,864.02001953125,157519100,1.06%
264,2023-03-06,872.77001953125,874.280029296875,878.6599731445312,871.6900024414062,157954300,-0.20%
265,2023-03-07,861.7000122070312,872.760009765625,874.0700073242188,861.2000122070312,176527900,-1.27%
266,2023-03-08,863.6699829101562,862.6900024414062,865.6199951171875,857.6599731445312,136013600,0.23%
267,2023-03-09,851.0,868.0499877929688,871.260009765625,849.739990234375,191314300,-1.47%
268,2023-03-10,835.47998046875,850.1799926757812,853.5900268554688,832.4099731445312,234908400,-1.82%
269,2023-03-13,830.3800048828125,825.6500244140625,837.72998046875,823.239990234375,226727400,-0.61%
270,2023-03-14,839.1400146484375,841.260009765625,847.3400268554688,829.2999877929688,247268700,1.05%
271,2023-03-15,818.0800170898438,825.4400024414062,825.4500122070312,805.530029296875,269844500,-2.51%
272,2023-03-16,828.47998046875,813.3900146484375,831.1099853515625,811.52001953125,214341800,1.27%
273,2023-03-17,815.0,826.8099975585938,826.9500122070312,811.5700073242188,349914600,-1.63%
274,2023-03-20,826.0599975585938,819.0599975585938,827.719970703125,819.0,183970800,1.36%
275,2023-03-21,835.3800048828125,835.25,838.9000244140625,831.260009765625,171557100,1.13%
276,2023-03-22,819.4600219726562,835.3200073242188,839.239990234375,819.4000244140625,180188400,-1.91%
277,2023-03-23,817.6099853515625,820.6900024414062,830.8300170898438,812.3400268554688,187277300,-0.23%
278,2023-03-24,820.47998046875,812.22998046875,820.9400024414062,806.3300170898438,175955600,0.35%
279,2023-03-27,827.239990234375,826.1199951171875,830.1099853515625,822.1099853515625,151589900,0.82%
280,2023-03-28,831.739990234375,827.5999755859375,834.7999877929688,827.3300170898438,127735100,0.54%
281,2023-03-29,843.5499877929688,838.2999877929688,844.0999755859375,837.7899780273438,150882000,1.42%
282,2023-03-30,845.469970703125,847.75,849.3200073242188,842.7000122070312,142406000,0.23%
283,2023-03-31,856.5900268554688,849.489990234375,856.8200073242188,848.5999755859375,167807400,1.32%
284,2023-04-03,858.2100219726562,854.3900146484375,861.3400268554688,852.0399780273438,151687700,0.19%
