,date,ixic,open,high,low,volume,ixic_cr
50,2022-03-09,13255.5498046875,13113.7001953125,13301.16015625,13039.7900390625,5396550000,3.59%
51,2022-03-10,13129.9599609375,13098.349609375,13163.5,12946.2802734375,5071250000,-0.95%
52,2022-03-11,12843.8095703125,13229.76953125,13239.349609375,12830.3701171875,5288210000,-2.18%
53,2022-03-14,12581.2197265625,12795.1201171875,12918.009765625,12555.349609375,5876710000,-2.04%
54,2022-03-15,12948.6201171875,12685.23046875,12973.8798828125,12616.58984375,5440100000,2.92%
55,2022-03-16,13436.5498046875,13119.3701171875,13440.1201171875,12992.2001953125,6552210000,3.77%
56,2022-03-17,13614.7802734375,13360.7197265625,13620.7998046875,13317.1396484375,5612090000,1.33%
57,2022-03-18,13893.83984375,13564.6298828125,13899.2802734375,13528.0595703125,8149290000,2.05%
58,2022-03-21,13838.4599609375,13860.3896484375,13945.8095703125,13682.5498046875,5673940000,-0.40%
59,2022-03-22,14108.8203125,13866.4296875,14141.0703125,13857.2900390625,5445100000,1.95%
60,2022-03-23,13922.599609375,13990.349609375,14152.1396484375,13921.650390625,5024230000,-1.32%
61,2022-03-24,14191.83984375,14001.3203125,14193.5498046875,13897.2001953125,5149520000,1.93%
62,2022-03-25,14169.2998046875,14194.7197265625,14218.759765625,14010.7900390625,5585100000,-0.16%
63,2022-03-28,14354.900390625,14177.2099609375,14356.0,14101.33984375,5129500000,1.31%
64,2022-03-29,14619.6396484375,14500.3896484375,14646.900390625,14419.400390625,6060890000,1.84%
65,2022-03-30,14442.26953125,14558.58984375,14609.25,14383.4501953125,5479200000,-1.21%
66,2022-03-31,14220.51953125,14444.7802734375,14456.740234375,14217.7197265625,5453890000,-1.54%
67,2022-04-01,14261.5,14269.5302734375,14306.9404296875,14131.8095703125,5002790000,0.29%
68,2022-04-04,14532.5498046875,14304.349609375,14534.3798828125,14286.4501953125,4630100000,1.90%
69,2022-04-05,14204.169921875,14490.259765625,14500.2900390625,14169.1201171875,4727710000,-2.26%
70,2022-04-06,13888.8203125,14002.580078125,14032.83984375,13788.900390625,5360420000,-2.22%
71,2022-04-07,13897.2998046875,13861.490234375,13978.25,13689.23046875,4856090000,0.06%
72,2022-04-08,13711.0,13830.4697265625,13866.0595703125,13693.6904296875,4574080000,-1.34%
73,2022-04-11,13411.9599609375,13547.2900390625,13585.080078125,13401.3896484375,4946680000,-2.18%
74,2022-04-12,13371.5703125,13584.6904296875,13685.9501953125,13317.740234375,4991720000,-0.30%
75,2022-04-13,13643.58984375,13373.1201171875,13679.4296875,13353.66015625,4909720000,2.03%
76,2022-04-14,13351.080078125,13647.4296875,13662.9296875,13345.2197265625,4642240000,-2.14%
77,2022-04-18,13332.3603515625,13319.3896484375,13414.26953125,13222.0302734375,4365230000,-0.14%
78,2022-04-19,13619.66015625,13312.4404296875,13643.9697265625,13281.2197265625,4562840000,2.15%
79,2022-04-20,13453.0703125,13665.3798828125,13678.5498046875,13426.1298828125,4678930000,-1.22%
80,2022-04-21,13174.650390625,13623.7001953125,13710.7001953125,13140.830078125,5233110000,-2.07%
81,2022-04-22,12839.2900390625,13168.7998046875,13212.599609375,12828.01953125,4475090000,-2.55%
82,2022-04-25,13004.849609375,12749.169921875,13011.4501953125,12722.58984375,4845160000,1.29%
83,2022-04-26,12490.740234375,12918.0400390625,12918.0400390625,12490.740234375,5168160000,-3.95%
84,2022-04-27,12488.9296875,12500.8798828125,12703.7900390625,12430.900390625,4810720000,-0.01%
85,2022-04-28,12871.5302734375,12712.8603515625,12948.51953125,12487.8603515625,5067150000,3.06%
86,2022-04-29,12334.6396484375,12710.419921875,12861.830078125,12315.740234375,4733070000,-4.17%
87,2022-05-02,12536.01953125,12331.6904296875,12542.5400390625,12202.41015625,4918240000,1.63%
88,2022-05-03,12563.759765625,12511.4599609375,12645.830078125,12460.990234375,4547280000,0.22%
89,2022-05-04,12964.8603515625,12574.73046875,12985.009765625,12367.01953125,5498050000,3.19%
90,2022-05-05,12317.6904296875,12787.51953125,12787.51953125,12183.5595703125,5308920000,-4.99%
91,2022-05-06,12144.66015625,12246.830078125,12358.419921875,11990.150390625,5324480000,-1.40%
92,2022-05-09,11623.25,11923.0302734375,11990.6103515625,11574.9404296875,5939140000,-4.29%
93,2022-05-10,11737.669921875,11900.33984375,11944.9404296875,11566.2802734375,6218260000,0.98%
94,2022-05-11,11364.240234375,11645.5703125,11844.509765625,11339.1796875,6152370000,-3.18%
95,2022-05-12,11370.9599609375,11199.25,11547.330078125,11108.759765625,6679470000,0.06%
96,2022-05-13,11805.0,11555.9697265625,11856.7099609375,11510.259765625,5894020000,3.82%
97,2022-05-16,11662.7900390625,11727.1396484375,11804.58984375,11627.5302734375,4930250000,-1.20%
98,2022-05-17,11984.51953125,11905.5703125,11988.4296875,11754.2802734375,5093960000,2.76%
99,2022-05-18,11418.150390625,11790.6796875,11826.2197265625,11381.6904296875,5064120000,-4.73%
100,2022-05-19,11388.5,11364.400390625,11562.8203125,11313.3095703125,5154410000,-0.26%
101,2022-05-20,11354.6201171875,11542.669921875,11552.2099609375,11035.6904296875,5434370000,-0.30%
102,2022-05-23,11535.26953125,11396.2802734375,11552.0703125,11304.5595703125,4552200000,1.59%
103,2022-05-24,11264.4501953125,11326.4404296875,11351.6103515625,11092.48046875,4724430000,-2.35%
104,2022-05-25,11434.740234375,11225.0302734375,11511.900390625,11211.849609375,4519690000,1.51%
105,2022-05-26,11740.650390625,11409.83984375,11796.9697265625,11406.16015625,4672620000,2.68%
106,2022-05-27,12131.1298828125,11869.6904296875,12131.66015625,11856.8203125,4793900000,3.33%
107,2022-05-31,12081.3896484375,12137.5400390625,12190.080078125,11942.5,6045500000,-0.41%
108,2022-06-01,11994.4599609375,12176.8896484375,12237.9404296875,11901.4296875,4719900000,-0.72%
109,2022-06-02,12316.900390625,11945.5703125,12320.1201171875,11901.4501953125,4445840000,2.69%
110,2022-06-03,12012.73046875,12097.1201171875,12167.4404296875,11966.6201171875,4130040000,-2.47%
111,2022-06-06,12061.3701171875,12200.330078125,12245.400390625,12004.2001953125,4647010000,0.40%
112,2022-06-07,12175.23046875,11925.8095703125,12194.8603515625,11888.6103515625,4411240000,0.94%
113,2022-06-08,12086.26953125,12147.2802734375,12235.7802734375,12052.7001953125,4708980000,-0.73%
114,2022-06-09,11754.23046875,12016.4697265625,12115.0595703125,11751.98046875,5408460000,-2.75%
115,2022-06-10,11340.01953125,11543.8798828125,11569.150390625,11328.26953125,5152020000,-3.52%
116,2022-06-13,10809.23046875,10986.849609375,11071.48046875,10775.1396484375,5937320000,-4.68%
117,2022-06-14,10828.349609375,10897.4296875,10926.8095703125,10733.0400390625,4819890000,0.18%
118,2022-06-15,11099.150390625,10968.400390625,11244.259765625,10866.3896484375,5368500000,2.50%
119,2022-06-16,10646.099609375,10806.01953125,10831.0703125,10565.1396484375,5696630000,-4.08%
120,2022-06-17,10798.349609375,10697.5498046875,10884.7099609375,10638.7197265625,7452830000,1.43%
121,2022-06-21,11069.2998046875,10974.0498046875,11164.990234375,10974.0498046875,5226260000,2.51%
122,2022-06-22,11053.080078125,10941.9501953125,11216.76953125,10938.0595703125,5238180000,-0.15%
123,2022-06-23,11232.1904296875,11137.6796875,11260.26953125,11046.2802734375,5258200000,1.62%
124,2022-06-24,11607.6201171875,11351.3095703125,11613.23046875,11337.7802734375,9468130000,3.34%
125,2022-06-27,11524.5498046875,11661.01953125,11677.490234375,11487.0703125,5047860000,-0.72%
126,2022-06-28,11181.5400390625,11542.240234375,11635.849609375,11177.6796875,5433220000,-2.98%
127,2022-06-29,11177.8896484375,11160.2197265625,11226.330078125,11072.1904296875,5650860000,-0.03%
128,2022-06-30,11028.740234375,11048.25,11160.919921875,10850.009765625,5654520000,-1.33%
129,2022-07-01,11127.849609375,11006.830078125,11132.5498046875,10922.7099609375,4865730000,0.90%
130,2022-07-05,11322.240234375,10964.1796875,11323.8896484375,10911.4501953125,5053570000,1.75%
131,2022-07-06,11361.849609375,11337.900390625,11443.150390625,11250.3203125,4851170000,0.35%
132,2022-07-07,11621.349609375,11422.599609375,11644.4697265625,11412.8798828125,4685050000,2.28%
133,2022-07-08,11635.3095703125,11503.6103515625,11689.7001953125,11479.76953125,4526570000,0.12%
134,2022-07-11,11372.599609375,11524.490234375,11541.099609375,11348.0595703125,4362910000,-2.26%
135,2022-07-12,11264.73046875,11420.8896484375,11483.169921875,11207.080078125,4317860000,-0.95%
136,2022-07-13,11247.580078125,11056.5498046875,11325.669921875,11031.26953125,4433060000,-0.15%
137,2022-07-14,11251.1904296875,11151.2099609375,11279.9697265625,11005.9296875,4481070000,0.03%
138,2022-07-15,11452.419921875,11379.3603515625,11454.6904296875,11295.330078125,4369060000,1.79%
139,2022-07-18,11360.0498046875,11561.6396484375,11629.0302734375,11322.83984375,5057920000,-0.81%
140,2022-07-19,11713.150390625,11515.0,11721.2197265625,11448.9697265625,5302740000,3.11%
141,2022-07-20,11897.650390625,11726.08984375,11939.9599609375,11703.3603515625,5467080000,1.58%
142,2022-07-21,12059.6103515625,11914.150390625,12060.58984375,11812.7197265625,4680930000,1.36%
143,2022-07-22,11834.1103515625,12025.3701171875,12093.01953125,11767.1904296875,4721880000,-1.87%
144,2022-07-25,11782.669921875,11837.9599609375,11855.1103515625,11707.5302734375,4346520000,-0.43%
145,2022-07-26,11562.5703125,11701.5302734375,11711.3095703125,11533.3701171875,4349760000,-1.87%
146,2022-07-27,12032.419921875,11756.1904296875,12081.73046875,11718.3798828125,4588480000,4.06%
147,2022-07-28,12162.58984375,12036.48046875,12179.08984375,11886.669921875,4924950000,1.08%
148,2022-07-29,12390.6904296875,12239.6904296875,12426.259765625,12181.1298828125,4907410000,1.88%
149,2022-08-01,12368.98046875,12317.9599609375,12499.7197265625,12271.98046875,4396390000,-0.18%
150,2022-08-02,12348.759765625,12287.669921875,12503.33984375,12260.48046875,4792140000,-0.16%
151,2022-08-03,12668.16015625,12433.8701171875,12699.6396484375,12425.2099609375,5667990000,2.59%
152,2022-08-04,12720.580078125,12675.0400390625,12736.1904296875,12600.7802734375,5451470000,0.41%
153,2022-08-05,12657.5498046875,12538.7998046875,12720.4404296875,12525.76953125,4911300000,-0.50%
154,2022-08-08,12644.4599609375,12703.7197265625,12855.150390625,12597.75,5238600000,-0.10%
155,2022-08-09,12493.9296875,12557.490234375,12582.91015625,12438.8603515625,5307340000,-1.19%
156,2022-08-10,12854.7998046875,12793.4404296875,12861.4404296875,12698.6103515625,5196210000,2.89%
157,2022-08-11,12779.91015625,12944.8203125,13026.240234375,12760.08984375,5815960000,-0.58%
158,2022-08-12,13047.1904296875,12866.3095703125,13047.1904296875,12821.2197265625,4782610000,2.09%
159,2022-08-15,13128.0498046875,12996.6298828125,13146.0595703125,12993.7802734375,4476040000,0.62%
160,2022-08-16,13102.5498046875,13082.6396484375,13181.08984375,12979.240234375,5028410000,-0.19%
161,2022-08-17,12938.1201171875,12968.6298828125,13053.509765625,12863.009765625,5229520000,-1.25%
162,2022-08-18,12965.33984375,12937.7900390625,13002.66015625,12873.490234375,4724350000,0.21%
163,2022-08-19,12705.2197265625,12832.26953125,12859.009765625,12674.8701171875,4628170000,-2.01%
164,2022-08-22,12381.5703125,12523.16015625,12538.5498046875,12353.73046875,4270980000,-2.55%
165,2022-08-23,12381.2998046875,12380.3701171875,12490.849609375,12352.0302734375,3836180000,-0.00%
166,2022-08-24,12431.5302734375,12375.150390625,12504.330078125,12350.16015625,3917170000,0.41%
167,2022-08-25,12639.26953125,12506.3701171875,12641.259765625,12471.98046875,4323470000,1.67%
168,2022-08-26,12141.7099609375,12630.580078125,12655.83984375,12141.51953125,4530000000,-3.94%
169,2022-08-29,12017.669921875,12021.0498046875,12124.8701171875,11981.419921875,4209850000,-1.02%
170,2022-08-30,11883.1396484375,12093.0595703125,12101.849609375,11790.01953125,4681520000,-1.12%
171,2022-08-31,11816.2001953125,11972.5595703125,12027.4296875,11814.169921875,4952010000,-0.56%
172,2022-09-01,11785.1298828125,11707.4404296875,11798.3701171875,11546.51953125,4792890000,-0.26%
173,2022-09-02,11630.8603515625,11899.1396484375,11945.91015625,11573.509765625,4257410000,-1.31%
174,2022-09-06,11544.91015625,11643.0302734375,11679.4296875,11471.5,4622940000,-0.74%
175,2022-09-07,11791.900390625,11559.3798828125,11819.0703125,11555.080078125,4445640000,2.14%
176,2022-09-08,11862.1298828125,11679.8603515625,11896.73046875,11660.5302734375,4329910000,0.60%
177,2022-09-09,12112.3095703125,11958.6103515625,12132.669921875,11958.6103515625,4401590000,2.11%
178,2022-09-12,12266.41015625,12174.9404296875,12270.1904296875,12169.2802734375,4146680000,1.27%
179,2022-09-13,11633.5703125,11908.8095703125,11957.9697265625,11604.4296875,5188380000,-5.16%
180,2022-09-14,11719.6796875,11680.41015625,11746.830078125,11602.759765625,4861530000,0.74%
181,2022-09-15,11552.3603515625,11633.240234375,11760.73046875,11497.1103515625,4805910000,-1.43%
182,2022-09-16,11448.400390625,11401.2099609375,11460.4296875,11316.919921875,7451840000,-0.90%
183,2022-09-19,11535.01953125,11338.5703125,11538.1298828125,11337.830078125,4168670000,0.76%
184,2022-09-20,11425.0498046875,11440.1396484375,11520.990234375,11343.7197265625,4028100000,-0.95%
185,2022-09-21,11220.1904296875,11466.2099609375,11613.5703125,11218.990234375,4471000000,-1.79%
186,2022-09-22,11066.8095703125,11167.3798828125,11203.76953125,11024.6396484375,4916470000,-1.37%
187,2022-09-23,10867.9296875,10952.6904296875,10958.2900390625,10732.7197265625,5134350000,-1.80%
188,2022-09-26,10802.919921875,10833.3798828125,11024.0,10789.0498046875,4697730000,-0.60%
189,2022-09-27,10829.5,10955.2900390625,11040.98046875,10741.01953125,4445050000,0.25%
190,2022-09-28,11051.6396484375,10817.51953125,11101.5,10776.33984375,4556100000,2.05%
191,2022-09-29,10737.509765625,10894.4404296875,10899.4697265625,10623.2197265625,4516630000,-2.84%
192,2022-09-30,10575.6201171875,10697.7099609375,10883.0400390625,10572.330078125,4649710000,-1.51%
193,2022-10-03,10815.4296875,10659.009765625,10875.4599609375,10577.8896484375,4415440000,2.27%
194,2022-10-04,11176.41015625,11054.7197265625,11189.9599609375,11044.0400390625,5004780000,3.34%
195,2022-10-05,11148.6396484375,11022.669921875,11210.3203125,10910.759765625,4091860000,-0.25%
196,2022-10-06,11073.3095703125,11129.0400390625,11230.4404296875,11051.26953125,4423320000,-0.68%
197,2022-10-07,10652.400390625,10877.2802734375,10891.9296875,10608.51953125,4634190000,-3.80%
198,2022-10-10,10542.099609375,10659.9501953125,10669.9296875,10449.0400390625,3989640000,-1.04%
199,2022-10-11,10426.1904296875,10484.3701171875,10608.83984375,10351.98046875,4738840000,-1.10%
200,2022-10-12,10417.099609375,10437.0,10494.5302734375,10372.2099609375,4091030000,-0.09%
201,2022-10-13,10649.150390625,10131.8203125,10697.7099609375,10088.830078125,5300080000,2.23%
202,2022-10-14,10321.3896484375,10742.8095703125,10766.6904296875,10308.8095703125,4393000000,-3.08%
203,2022-10-17,10675.7998046875,10575.650390625,10696.58984375,10569.6904296875,4439190000,3.43%
204,2022-10-18,10772.400390625,10963.990234375,10972.9697265625,10670.1201171875,5047360000,0.90%
205,2022-10-19,10680.509765625,10689.3095703125,10808.0400390625,10592.8798828125,4955090000,-0.85%
206,2022-10-20,10614.83984375,10657.41015625,10837.2998046875,10574.5498046875,4628010000,-0.61%
207,2022-10-21,10859.7197265625,10576.0400390625,10875.7197265625,10542.4296875,4706440000,2.31%
208,2022-10-24,10952.6103515625,10867.0703125,10983.51953125,10713.330078125,4808710000,0.86%
209,2022-10-25,11199.1201171875,10996.9697265625,11210.3798828125,10996.9697265625,5141760000,2.25%
210,2022-10-26,10970.990234375,10969.01953125,11205.83984375,10948.3798828125,5224440000,-2.04%
211,2022-10-27,10792.669921875,10971.9501953125,10998.73046875,10780.5,4773520000,-1.63%
212,2022-10-28,11102.4501953125,10766.2001953125,11117.0400390625,10766.2001953125,4731940000,2.87%
213,2022-10-31,10988.150390625,11028.4296875,11047.9404296875,10914.009765625,4753740000,-1.03%
214,2022-11-01,10890.849609375,11154.740234375,11156.349609375,10881.1904296875,4677520000,-0.89%
215,2022-11-02,10524.7998046875,10885.009765625,10993.240234375,10522.900390625,5436420000,-3.36%
216,2022-11-03,10342.9404296875,10399.4501953125,10486.009765625,10319.5400390625,5102190000,-1.73%
217,2022-11-04,10475.25,10548.1396484375,10553.6298828125,10262.9296875,5453750000,1.28%
218,2022-11-07,10564.51953125,10516.9404296875,10587.9599609375,10428.91015625,4456690000,0.85%
219,2022-11-08,10616.2001953125,10611.5302734375,10745.6396484375,10472.73046875,5134500000,0.49%
220,2022-11-09,10353.169921875,10528.4501953125,10564.9697265625,10344.009765625,4977460000,-2.48%
221,2022-11-10,11114.150390625,10869.169921875,11119.1201171875,10779.9501953125,6433000000,7.35%
222,2022-11-11,11323.330078125,11124.75,11352.4296875,11069.830078125,5867750000,1.88%
223,2022-11-14,11196.2197265625,11233.900390625,11350.1201171875,11167.169921875,5004060000,-1.12%
224,2022-11-15,11358.41015625,11474.8203125,11492.6201171875,11241.150390625,5617310000,1.45%
225,2022-11-16,11183.66015625,11260.099609375,11286.099609375,11162.919921875,4585190000,-1.54%
226,2022-11-17,11144.9599609375,11008.669921875,11198.83984375,11006.2099609375,4354360000,-0.35%
227,2022-11-18,11146.0595703125,11257.009765625,11259.4404296875,11059.16015625,4175420000,0.01%
228,2022-11-21,11024.509765625,11091.009765625,11128.7802734375,10999.75,3977130000,-1.09%
229,2022-11-22,11174.41015625,11058.5595703125,11179.8701171875,10975.66015625,4186360000,1.36%
230,2022-11-23,11285.3203125,11174.6103515625,11310.8203125,11174.6103515625,4431530000,0.99%
231,2022-11-25,11226.3603515625,11231.0,11261.5703125,11206.3798828125,2184080000,-0.52%
232,2022-11-28,11049.5,11147.5703125,11217.75,11020.6904296875,4271360000,-1.58%
233,2022-11-29,10983.7802734375,11060.01953125,11086.01953125,10944.3701171875,4592830000,-0.59%
234,2022-11-30,11468.0,10995.2001953125,11468.4697265625,10966.5302734375,6653460000,4.41%
235,2022-12-01,11482.4501953125,11475.169921875,11546.76953125,11378.75,5158120000,0.13%
236,2022-12-02,11461.5,11308.3798828125,11492.3203125,11296.7197265625,4523010000,-0.18%
237,2022-12-05,11239.9404296875,11380.990234375,11425.509765625,11193.01953125,4510030000,-1.93%
238,2022-12-06,11014.8896484375,11228.419921875,11241.419921875,10956.2001953125,4713330000,-2.00%
239,2022-12-07,10958.5498046875,10963.9501953125,11039.8095703125,10910.6201171875,4343860000,-0.51%
240,2022-12-08,11082.0,11011.330078125,11119.16015625,10939.4697265625,4281800000,1.13%
241,2022-12-09,11004.6201171875,11038.169921875,11138.7001953125,10999.259765625,4337440000,-0.70%
242,2022-12-12,11143.740234375,11015.48046875,11144.669921875,10984.8203125,4829990000,1.26%
243,2022-12-13,11256.8095703125,11542.83984375,11571.6396484375,11160.5400390625,6126890000,1.01%
244,2022-12-14,11170.8896484375,11248.08984375,11352.08984375,11065.240234375,5485150000,-0.76%
245,2022-12-15,10810.5302734375,11012.6201171875,11029.5703125,10775.6103515625,5536070000,-3.23%
246,2022-12-16,10705.41015625,10767.6298828125,10833.240234375,10642.099609375,7968170000,-0.97%
247,2022-12-19,10546.0302734375,10707.4404296875,10713.9697265625,10497.5498046875,4631820000,-1.49%
248,2022-12-20,10547.1103515625,10490.8896484375,10609.4599609375,10446.8203125,4707190000,0.01%
249,2022-12-21,10709.3701171875,10592.0,10753.5703125,10569.2001953125,4401420000,1.54%
250,2022-12-22,10476.1201171875,10586.4599609375,10599.33984375,10313.3203125,5125070000,-2.18%
251,2022-12-23,10497.8603515625,10437.75,10514.759765625,10361.8203125,3544680000,0.21%
252,2022-12-27,10353.23046875,10462.1904296875,10472.3203125,10340.73046875,3827290000,-1.38%
253,2022-12-28,10213.2900390625,10339.2001953125,10414.8203125,10207.4697265625,3842970000,-1.35%
254,2022-12-29,10478.08984375,10321.4599609375,10502.080078125,10301.0595703125,4154100000,2.59%
255,2022-12-30,10466.48046875,10368.3701171875,10468.3095703125,10324.7001953125,3959030000,-0.11%
256,2023-01-03,10386.98046875,10562.0595703125,10613.0595703125,10309.16015625,4780650000,-0.76%
257,2023-01-04,10458.759765625,10467.8203125,10515.2197265625,10337.6396484375,5085380000,0.69%
258,2023-01-05,10305.240234375,10390.3095703125,10393.2197265625,10295.25,4764270000,-1.47%
259,2023-01-06,10569.2900390625,10363.9599609375,10604.1396484375,10265.0400390625,5199780000,2.56%
260,2023-01-09,10635.650390625,10662.099609375,10807.259765625,10619.1201171875,5132190000,0.63%
261,2023-01-10,10742.6298828125,10607.7197265625,10743.669921875,10589.58984375,4710680000,1.01%
262,2023-01-11,10931.669921875,10794.990234375,10932.4404296875,10762.73046875,5284390000,1.76%
263,2023-01-12,11001.099609375,10969.259765625,11027.75,10797.1201171875,5681240000,0.64%
264,2023-01-13,11079.16015625,10906.3701171875,11084.009765625,10900.16015625,5077990000,0.71%
265,2023-01-17,11095.1103515625,11070.0,11145.4404296875,11024.7197265625,5138410000,0.14%
266,2023-01-18,10957.009765625,11170.9501953125,11223.41015625,10952.0498046875,5288630000,-1.24%
267,2023-01-19,10852.26953125,10890.400390625,10932.51953125,10804.5703125,4660800000,-0.96%
268,2023-01-20,11140.4296875,10924.66015625,11143.169921875,10885.650390625,5980110000,2.66%
269,2023-01-23,11364.41015625,11171.9404296875,11405.5,11144.0302734375,5997810000,2.01%
270,2023-01-24,11334.26953125,11302.9296875,11378.150390625,11282.650390625,5670860000,-0.27%
271,2023-01-25,11313.3603515625,11146.5302734375,11334.2197265625,11069.1796875,5485570000,-0.18%
272,2023-01-26,11512.41015625,11458.400390625,11516.0498046875,11341.1904296875,5732890000,1.76%
273,2023-01-27,11621.7099609375,11470.4697265625,11691.8896484375,11470.26953125,6243800000,0.95%
274,2023-01-30,11393.8095703125,11512.33984375,11553.3095703125,11388.5400390625,5122320000,-1.96%
275,2023-01-31,11584.5498046875,11398.580078125,11586.009765625,11398.3701171875,5695150000,1.67%
276,2023-02-01,11816.3203125,11573.1396484375,11904.01953125,11500.330078125,6336040000,2.00%
277,2023-02-02,12200.8203125,12065.150390625,12269.5498046875,12024.1396484375,7038210000,3.25%
278,2023-02-03,12006.9501953125,11946.8603515625,12231.3095703125,11946.8603515625,5954490000,-1.59%
279,2023-02-06,11887.4501953125,11904.41015625,11973.41015625,11843.490234375,5538350000,-1.00%
280,2023-02-07,12113.7900390625,11891.25,12150.2197265625,11836.7802734375,5720240000,1.90%
281,2023-02-08,11910.51953125,12069.1201171875,12096.3896484375,11890.08984375,5052870000,-1.68%
282,2023-02-09,11789.580078125,12069.099609375,12070.9599609375,11745.1103515625,5536290000,-1.02%
